D1,D2,D3,D4,D5,D6,P1,P2,P3
67.171,61.769,59.816,59.114,55.788,55.422,64.281,69.048,77.047
67.049,61.678,59.755,59.053,55.757,55.391,64.281,69.048,77.047
67.049,61.708,59.725,59.023,55.849,55.483,64.281,69.048,77.047
67.11,61.708,59.786,59.084,55.788,55.422,64.281,69.048,77.047
67.141,61.769,59.786,59.114,55.727,55.391,64.281,69.048,77.047
67.171,61.769,59.725,59.023,55.818,55.361,64.281,69.048,77.047
67.293,61.831,59.877,59.114,55.849,55.422,64.281,69.048,77.047
67.202,61.8,59.816,59.053,55.757,55.391,64.281,69.048,77.047
67.141,61.8,59.755,59.053,55.757,55.391,64.281,69.048,77.047
67.171,61.769,59.816,59.114,55.818,55.391,64.281,69.048,77.047
67.11,61.769,59.786,59.053,55.849,55.452,64.281,69.048,77.047
67.049,61.678,59.786,59.175,55.788,55.452,64.281,69.048,77.047
66.988,61.617,59.694,59.053,55.849,55.391,64.281,69.048,77.047
66.958,61.617,59.694,59.053,55.91,55.513,64.281,69.048,77.047
67.202,61.739,59.816,59.114,55.818,55.452,64.281,69.048,77.047
67.141,61.769,59.847,59.114,55.788,55.452,64.281,69.048,77.047
67.171,61.769,59.786,59.114,55.879,55.422,64.281,69.048,77.047
67.141,61.769,59.786,59.053,55.849,55.422,64.281,69.048,77.047
67.141,61.708,59.786,59.053,55.757,55.422,64.281,69.048,77.047
66.988,61.647,59.725,59.175,55.788,55.452,64.281,69.048,77.047
67.11,61.708,59.725,59.114,55.788,55.422,64.281,69.048,77.047
67.141,61.739,59.725,59.084,55.849,55.422,64.281,69.048,77.047
67.08,61.769,59.755,59.053,55.879,55.483,64.281,69.048,77.047
66.958,61.678,59.725,59.053,55.849,55.483,64.281,69.048,77.047
67.232,61.769,59.664,58.901,55.879,55.422,64.281,69.048,77.047
67.11,61.739,59.725,59.023,55.879,55.452,64.281,69.048,77.047
67.08,61.647,59.725,59.114,55.849,55.422,64.281,69.048,77.047
67.019,61.617,59.786,59.175,55.757,55.391,64.281,69.048,77.047
66.988,61.678,59.725,59.145,55.635,55.3,64.281,69.048,77.047
67.11,61.708,59.755,59.175,55.788,55.422,64.281,69.048,77.047
66.958,61.617,59.725,59.084,56.032,55.605,64.281,69.048,77.047
67.11,61.739,59.786,59.084,55.879,55.513,64.281,69.048,77.047
67.141,61.739,59.755,59.084,55.788,55.391,64.281,69.048,77.047
67.08,61.678,59.725,59.053,55.788,55.391,64.281,69.048,77.047
66.988,61.678,59.786,59.114,55.879,55.422,64.281,69.048,77.047
67.049,61.678,59.755,59.084,55.727,55.391,64.281,69.048,77.047
67.08,61.739,59.755,59.114,55.879,55.452,64.281,69.048,77.047
67.11,61.739,59.755,59.053,55.849,55.422,64.281,69.048,77.047
67.141,61.769,59.816,59.084,55.757,55.391,64.281,69.048,77.047
67.049,61.708,59.786,59.114,55.788,55.452,64.223,69.048,77.047
67.11,61.708,59.725,59.053,55.788,55.391,64.223,69.048,77.047
67.08,61.708,59.725,59.084,55.727,55.361,64.223,69.048,77.047
67.11,61.708,59.755,59.084,55.818,55.422,64.223,69.048,77.047
67.141,61.769,59.786,59.145,55.879,55.513,64.223,69.048,77.047
67.11,61.678,59.755,59.084,55.818,55.422,64.223,69.048,77.047
67.141,61.831,59.847,59.175,55.818,55.452,64.223,69.048,77.047
67.141,61.769,59.816,59.084,55.757,55.422,64.223,69.048,77.047
67.08,61.739,59.816,59.114,55.849,55.452,64.223,69.048,77.047
67.049,61.708,59.786,59.114,55.818,55.422,64.223,69.048,77.047
67.141,61.8,59.786,59.175,55.818,55.391,64.223,69.048,77.047
67.11,61.739,59.786,59.175,55.757,55.391,64.223,69.048,77.047
66.988,61.678,59.725,59.114,55.696,55.3,64.223,69.048,77.047
67.11,61.739,59.786,59.114,55.818,55.422,64.223,69.048,77.047
67.049,61.678,59.725,58.962,55.849,55.422,64.223,69.048,77.047
67.049,61.708,59.725,59.114,55.757,55.391,64.223,69.048,77.047
67.049,61.739,59.755,59.053,55.818,55.452,64.223,69.048,77.047
67.11,61.739,59.755,59.114,55.818,55.391,64.223,69.048,77.047
66.988,61.647,59.725,59.053,55.696,55.3,64.223,69.048,77.047
66.988,61.708,59.755,59.114,55.605,55.208,64.223,69.048,77.047
67.049,61.678,59.725,59.023,55.818,55.452,64.223,69.048,77.047
67.049,61.678,59.694,59.084,55.879,55.452,64.223,69.048,77.047
67.11,61.708,59.725,59.114,55.818,55.422,64.223,69.048,77.047
67.08,61.708,59.755,59.114,55.818,55.422,64.223,69.048,77.047
67.141,61.769,59.755,59.114,55.849,55.422,64.223,69.048,77.047
67.049,61.739,59.725,59.053,55.788,55.391,64.223,69.048,77.047
67.08,61.708,59.786,59.114,55.849,55.361,64.223,69.048,77.047
67.08,61.708,59.755,59.084,55.879,55.452,64.223,69.048,77.047
67.049,61.678,59.725,59.053,55.818,55.422,64.223,69.048,77.047
67.08,61.708,59.786,59.084,55.849,55.422,64.223,69.048,77.047
67.049,61.678,59.725,59.023,55.818,55.391,64.223,69.048,77.047
66.988,61.647,59.755,59.084,55.849,55.422,64.223,69.048,77.047
67.11,61.678,59.755,59.114,55.879,55.452,64.223,69.048,77.047
67.08,61.708,59.755,59.114,55.849,55.452,64.223,69.048,77.047
67.019,61.708,59.725,59.023,55.91,55.422,64.223,69.048,77.047
67.08,61.708,59.725,59.023,55.879,55.452,64.223,69.048,77.047
67.11,61.708,59.725,59.023,55.818,55.422,64.223,69.048,77.047
66.988,61.647,59.725,59.023,55.94,55.513,64.223,69.048,77.047
67.049,61.647,59.725,59.023,55.879,55.422,64.223,69.048,77.047
67.08,61.678,59.694,59.053,55.849,55.452,64.223,69.048,77.047
67.049,61.708,59.755,59.053,55.879,55.483,64.223,69.048,77.047
67.049,61.708,59.755,59.084,55.818,55.391,64.223,69.048,77.047
67.11,61.739,59.725,59.084,55.849,55.422,64.223,69.048,77.047
67.049,61.678,59.664,59.023,55.879,55.422,64.223,69.048,77.047
67.049,61.708,59.725,58.992,55.849,55.452,64.223,69.048,77.047
67.049,61.708,59.694,58.992,55.849,55.452,64.223,69.048,77.047
67.019,61.647,59.694,58.992,55.727,55.3,64.223,69.048,77.047
67.019,61.617,59.694,59.023,55.849,55.422,64.223,69.048,77.047
67.11,61.739,59.725,59.023,55.818,55.422,64.223,69.048,77.047
67.11,61.708,59.755,59.053,55.788,55.391,64.223,69.048,77.047
67.019,61.647,59.725,59.023,55.879,55.452,64.223,69.048,77.047
66.958,61.586,59.694,59.023,55.818,55.361,64.223,69.048,77.047
67.049,61.708,59.725,59.114,55.849,55.452,64.223,69.048,77.047
67.08,61.708,59.725,59.053,55.757,55.361,64.223,69.048,77.047
67.049,61.708,59.786,59.053,55.91,55.483,64.223,69.048,77.047
67.019,61.678,59.725,59.053,55.91,55.422,64.223,69.048,77.047
67.232,61.8,59.786,59.053,55.788,55.33,64.223,69.048,77.047
67.11,61.708,59.786,59.053,55.879,55.452,64.223,69.048,77.047
67.08,61.739,59.755,59.084,55.788,55.513,64.223,69.048,77.047
67.049,61.708,59.694,59.053,55.849,55.391,64.223,69.048,77.047
67.049,61.708,59.755,59.023,55.818,55.422,64.223,69.048,77.047
66.897,61.556,59.725,59.267,55.788,55.391,64.223,69.048,77.047
67.08,61.739,59.755,59.175,55.879,55.422,64.223,69.048,77.047
67.019,61.708,59.725,59.023,56.062,55.605,64.223,69.048,77.047
67.263,61.861,59.786,59.023,55.788,55.391,64.223,69.048,77.047
66.988,61.678,59.725,59.053,55.879,55.452,64.223,69.048,77.047
67.08,61.739,59.664,59.023,56.001,55.574,64.223,69.048,77.047
67.141,61.739,59.755,59.053,55.757,55.391,64.223,69.048,77.047
66.988,61.708,59.725,59.023,55.605,55.208,64.223,69.048,77.047
67.08,61.739,59.725,59.114,55.91,55.391,64.223,69.048,77.047
66.988,61.678,59.694,59.023,55.879,55.422,64.223,69.048,77.047
67.019,61.678,59.664,58.992,55.818,55.361,64.223,69.048,77.047
67.08,61.739,59.725,59.053,55.788,55.422,64.223,69.048,77.047
67.049,61.678,59.694,58.992,55.757,55.391,64.223,69.048,77.047
67.019,61.678,59.725,59.053,55.757,55.361,64.223,69.048,77.047
67.019,61.678,59.725,59.023,55.818,55.361,64.223,69.048,77.047
66.988,61.647,59.694,58.962,55.879,55.422,64.223,69.048,77.047
67.049,61.678,59.694,58.992,55.818,55.422,64.223,69.048,77.047
66.988,61.647,59.694,59.023,55.788,55.361,64.223,69.048,77.047
67.019,61.678,59.664,58.962,55.788,55.361,64.223,69.048,77.047
67.11,61.739,59.725,58.992,55.879,55.422,64.223,68.967,76.997
67.049,61.708,59.755,59.023,55.757,55.33,64.223,68.967,76.997
67.11,61.708,59.694,59.023,55.879,55.391,64.223,68.967,76.997
67.049,61.739,59.725,59.053,55.879,55.422,64.223,68.967,76.997
66.988,61.647,59.694,58.992,55.788,55.391,64.223,68.967,76.997
67.11,61.708,59.694,58.992,55.849,55.33,64.223,68.967,76.997
66.988,61.647,59.664,58.992,55.757,55.361,64.223,68.967,76.997
66.836,61.525,59.572,58.962,55.757,55.361,64.223,68.967,76.997
67.11,61.769,59.786,59.053,55.818,55.391,64.223,68.967,76.997
67.019,61.678,59.694,59.023,55.818,55.391,64.223,68.967,76.997
67.141,61.8,59.755,59.084,55.757,55.361,64.223,68.967,76.997
67.08,61.739,59.786,59.084,55.818,55.391,64.223,68.967,76.997
66.988,61.617,59.725,59.023,55.757,55.33,64.223,68.967,76.997
66.958,61.586,59.725,59.023,55.849,55.391,64.223,68.967,76.997
67.049,61.678,59.725,59.053,55.818,55.391,64.223,68.967,76.997
67.019,61.647,59.664,59.023,55.757,55.361,64.223,68.967,76.997
66.988,61.617,59.664,58.992,55.818,55.391,64.223,68.967,76.997
67.08,61.708,59.725,59.023,55.91,55.391,64.223,68.967,76.997
67.08,61.739,59.755,58.992,55.818,55.391,64.223,68.967,76.997
67.08,61.678,59.694,59.053,55.818,55.361,64.223,68.967,76.997
67.08,61.708,59.694,59.023,55.788,55.391,64.223,68.967,76.997
67.019,61.678,59.694,59.053,55.727,55.3,64.223,68.967,76.997
67.019,61.678,59.725,59.053,55.849,55.361,64.223,68.967,76.997
67.08,61.739,59.755,59.053,55.788,55.33,64.223,68.967,76.997
67.019,61.739,59.725,59.023,55.849,55.391,64.223,68.967,76.997
67.019,61.678,59.725,58.992,55.788,55.33,64.223,68.967,76.997
67.049,61.708,59.725,58.992,55.849,55.391,64.223,68.967,76.997
66.988,61.647,59.725,59.084,55.818,55.33,64.223,68.967,76.997
67.019,61.708,59.694,59.023,55.788,55.391,64.223,68.967,76.997
67.049,61.708,59.786,59.023,55.788,55.361,64.223,68.967,76.997
66.958,61.647,59.725,59.053,55.788,55.33,64.223,68.967,76.997
67.049,61.708,59.725,59.023,55.727,55.33,64.223,68.967,76.997
66.927,61.647,59.694,59.023,55.849,55.391,64.223,68.967,76.997
67.019,61.678,59.755,59.023,55.788,55.361,64.223,68.967,76.997
67.049,61.678,59.755,59.053,55.788,55.361,64.223,68.967,76.997
67.141,61.739,59.725,58.992,55.757,55.3,64.223,68.967,76.997
67.11,61.739,59.725,58.992,55.818,55.361,64.223,68.967,76.997
67.019,61.678,59.725,59.084,55.757,55.33,64.223,68.967,76.997
67.019,61.708,59.755,59.084,55.788,55.3,64.223,68.967,76.997
67.049,61.708,59.694,58.992,55.91,55.391,64.223,68.967,76.997
67.11,61.769,59.755,59.053,55.818,55.3,64.223,68.967,76.997
67.019,61.678,59.755,59.053,55.788,55.33,64.223,68.967,76.997
67.049,61.647,59.755,58.992,55.91,55.361,64.223,68.967,76.997
66.958,61.678,59.725,59.023,55.788,55.361,64.223,68.967,76.997
67.019,61.647,59.755,59.023,55.818,55.361,64.223,68.967,76.997
67.08,61.769,59.755,59.053,55.757,55.33,64.223,68.967,76.997
66.958,61.678,59.633,58.962,55.757,55.3,64.223,68.967,76.997
67.08,61.739,59.786,59.023,55.757,55.3,64.223,68.967,76.997
67.08,61.739,59.725,59.023,55.788,55.33,64.223,68.967,76.997
67.202,61.831,59.816,59.084,55.849,55.33,64.223,68.967,76.997
67.11,61.769,59.725,59.023,55.727,55.269,64.223,68.967,76.997
67.049,61.678,59.755,59.023,55.849,55.33,64.223,68.967,76.997
66.988,61.647,59.725,58.992,55.971,55.422,64.223,68.967,76.997
67.08,61.739,59.786,59.084,55.91,55.422,64.223,68.967,76.997
67.11,61.708,59.755,59.053,55.879,55.391,64.223,68.967,76.997
67.019,61.708,59.786,59.053,55.757,55.3,64.223,68.967,76.997
66.988,61.647,59.694,58.962,55.849,55.361,64.223,68.967,76.997
66.927,61.617,59.664,58.992,55.757,55.269,64.223,68.967,76.997
66.958,61.647,59.603,58.809,55.727,55.208,64.223,68.967,76.997
66.988,61.678,59.694,58.931,55.788,55.3,64.223,68.967,76.997
67.019,61.647,59.694,58.992,55.727,55.208,64.223,68.967,76.997
66.927,61.586,59.694,59.053,55.727,55.269,64.223,68.967,76.997
67.019,61.678,59.725,59.114,55.788,55.3,64.223,68.967,76.997
66.988,61.678,59.725,59.053,55.849,55.33,64.223,68.967,76.997
67.019,61.678,59.755,59.053,55.879,55.361,64.223,68.967,76.997
66.988,61.617,59.694,59.023,55.818,55.391,64.223,68.967,76.997
67.019,61.647,59.694,58.992,55.757,55.269,64.223,68.967,76.997
67.049,61.678,59.725,59.053,55.757,55.33,64.223,68.967,76.997
66.988,61.617,59.725,58.992,55.849,55.361,64.223,68.967,76.997
67.08,61.769,59.725,59.023,55.818,55.33,64.223,68.967,76.997
67.11,61.708,59.725,59.023,55.818,55.3,64.223,68.967,76.997
67.049,61.678,59.755,59.023,55.788,55.3,64.223,68.967,76.997
67.049,61.739,59.725,59.053,55.788,55.33,64.223,68.967,76.997
67.11,61.678,59.755,59.053,55.818,55.33,64.223,68.967,76.997
66.988,61.647,59.725,59.023,55.818,55.3,64.223,68.967,76.997
67.08,61.708,59.725,58.992,55.788,55.33,64.223,68.967,76.997
67.019,61.647,59.694,59.023,55.971,55.391,64.223,68.967,76.997
66.988,61.678,59.725,59.023,55.818,55.269,64.223,68.967,76.997
66.988,61.678,59.725,58.992,55.879,55.361,64.223,68.967,76.997
66.988,61.647,59.755,59.023,55.696,55.208,64.223,68.967,76.997
67.08,61.708,59.786,59.053,55.788,55.3,64.223,68.967,76.997
66.958,61.678,59.755,58.992,55.788,55.269,64.223,68.967,76.997
66.988,61.647,59.725,59.053,55.849,55.33,64.223,68.967,76.997
66.958,61.617,59.694,59.023,55.818,55.33,64.223,68.967,76.997
67.049,61.678,59.786,59.023,55.818,55.3,64.223,68.967,76.997
67.08,61.708,59.725,59.053,55.788,55.3,64.223,68.967,76.997
67.11,61.739,59.755,59.084,55.757,55.269,64.223,68.967,76.997
67.08,61.739,59.725,58.992,55.849,55.391,64.223,68.967,76.997
67.049,61.678,59.725,58.992,55.788,55.269,64.223,68.967,76.997
66.988,61.678,59.755,58.962,55.788,55.269,64.223,68.967,76.997
67.019,61.678,59.755,58.962,55.818,55.3,64.223,68.967,76.997
66.958,61.617,59.664,58.901,55.788,55.33,64.223,68.967,76.997
67.049,61.708,59.786,58.962,55.818,55.269,64.223,68.967,76.997
67.08,61.678,59.755,58.992,55.788,55.269,64.223,68.967,76.997
67.171,61.769,59.755,58.992,55.757,55.269,64.223,68.967,76.997
66.897,61.617,59.603,58.901,55.849,55.33,64.223,68.967,76.997
67.019,61.708,59.725,59.053,55.879,55.33,64.223,68.967,76.997
66.988,61.647,59.725,59.023,55.757,55.269,64.223,68.967,76.997
67.019,61.678,59.755,59.084,55.666,55.116,64.223,68.967,76.997
67.08,61.708,59.725,58.992,55.757,55.269,64.223,68.967,76.997
66.988,61.647,59.664,58.962,56.001,55.422,64.223,68.967,76.997
67.019,61.647,59.725,59.053,55.788,55.3,64.223,68.967,76.997
66.958,61.647,59.664,58.992,55.91,55.361,64.223,68.967,76.997
67.049,61.647,59.725,59.084,55.849,55.269,64.223,68.967,76.997
67.08,61.678,59.694,58.962,55.879,55.3,64.223,68.967,76.997
67.08,61.708,59.786,59.023,55.91,55.391,64.223,68.967,76.997
66.988,61.678,59.694,58.962,55.788,55.3,64.223,68.967,76.997
67.049,61.739,59.755,59.023,55.696,55.208,64.223,68.967,76.997
67.019,61.647,59.725,59.023,55.788,55.239,64.223,68.967,76.997
66.958,61.586,59.633,58.992,55.757,55.239,64.223,68.967,76.997
67.019,61.678,59.664,58.962,55.818,55.269,64.223,68.967,76.997
67.019,61.678,59.664,58.962,55.757,55.269,64.223,68.967,76.997
66.958,61.586,59.664,58.962,55.849,55.3,64.223,68.967,76.997
67.049,61.647,59.725,58.962,55.818,55.361,64.223,68.967,76.997
67.019,61.647,59.694,58.992,55.818,55.3,64.223,68.967,76.997
66.988,61.647,59.694,58.992,55.818,55.269,64.223,68.967,76.997
66.958,61.647,59.694,58.992,55.788,55.3,64.223,68.967,76.997
66.988,61.678,59.755,59.023,55.757,55.3,64.223,68.967,76.997
67.019,61.708,59.664,58.962,55.757,55.239,64.223,68.967,76.997
67.019,61.647,59.725,58.992,55.818,55.269,64.223,68.967,76.997
67.019,61.617,59.694,59.023,55.818,55.33,64.179,68.967,76.997
66.836,61.556,59.664,58.992,55.818,55.269,64.179,68.967,76.997
67.019,61.678,59.725,58.992,55.605,55.177,64.179,68.967,76.997
66.958,61.617,59.694,58.962,55.788,55.269,64.179,68.967,76.997
67.019,61.678,59.725,59.023,55.696,55.208,64.179,68.967,76.997
66.958,61.678,59.725,59.023,55.849,55.3,64.179,68.967,76.997
67.141,61.708,59.755,58.992,55.666,55.177,64.179,68.967,76.997
66.958,61.617,59.725,59.023,55.727,55.239,64.179,68.967,76.997
67.049,61.678,59.786,59.053,55.818,55.269,64.179,68.967,76.997
67.08,61.708,59.755,59.023,55.788,55.269,64.179,68.967,76.997
66.927,61.617,59.725,59.053,55.849,55.33,64.179,68.967,76.997
67.049,61.708,59.755,58.962,55.849,55.361,64.179,68.967,76.997
66.988,61.678,59.694,58.962,55.788,55.269,64.179,68.967,76.997
67.08,61.739,59.816,59.023,55.788,55.269,64.179,68.967,76.997
66.897,61.525,59.725,59.206,55.818,55.3,64.179,68.967,76.997
66.897,61.708,59.816,59.145,55.727,55.239,64.179,68.967,76.997
66.927,61.617,59.725,59.023,55.91,55.361,64.179,68.967,76.997
67.049,61.739,59.694,58.901,55.818,55.391,64.179,68.967,76.997
66.958,61.678,59.694,58.962,55.849,55.33,64.179,68.967,76.997
67.019,61.708,59.694,58.901,55.94,55.422,64.179,68.967,76.997
67.049,61.647,59.694,58.962,55.818,55.3,64.179,68.967,76.997
66.927,61.647,59.694,58.992,55.574,55.116,64.179,68.967,76.997
67.019,61.647,59.694,58.962,55.635,55.116,64.179,68.967,76.997
67.049,61.678,59.725,58.992,55.818,55.3,64.179,68.967,76.997
66.927,61.617,59.694,58.992,55.757,55.3,64.179,68.967,76.997
67.019,61.678,59.694,58.992,55.727,55.239,64.179,68.967,76.997
66.836,61.525,59.664,58.962,55.818,55.3,64.179,68.967,76.997
66.866,61.678,59.664,58.962,55.757,55.269,64.179,68.967,76.997
66.958,61.678,59.664,58.992,55.849,55.33,64.179,68.967,76.997
66.927,61.647,59.694,58.931,55.757,55.269,64.179,68.967,76.997
67.019,61.617,59.694,58.931,55.818,55.269,64.179,68.967,76.997
67.11,61.769,59.786,58.931,55.696,55.177,64.179,68.967,76.997
66.897,61.647,59.664,58.962,55.849,55.3,64.179,68.967,76.997
66.927,61.647,59.664,58.931,55.849,55.33,64.179,68.967,76.997
66.958,61.678,59.694,58.992,55.757,55.239,64.179,68.967,76.997
67.019,61.678,59.694,59.023,55.818,55.3,64.179,68.967,76.997
67.049,61.739,59.725,58.931,55.818,55.33,64.179,68.967,76.997
66.927,61.647,59.694,58.931,55.727,55.208,64.179,68.967,76.997
66.988,61.708,59.694,58.962,55.788,55.239,64.179,68.967,76.997
66.988,61.647,59.694,58.992,55.818,55.269,64.179,68.967,76.997
66.897,61.647,59.664,58.962,55.788,55.269,64.179,68.892,76.944
66.927,61.586,59.633,58.931,55.818,55.3,64.179,68.892,76.944
66.988,61.708,59.725,59.023,55.727,55.239,64.179,68.892,76.944
66.927,61.647,59.694,58.962,55.818,55.33,64.179,68.892,76.944
66.988,61.678,59.633,58.962,55.757,55.3,64.179,68.892,76.944
66.836,61.586,59.664,58.962,55.849,55.33,64.179,68.892,76.944
66.988,61.678,59.694,58.992,55.757,55.269,64.179,68.892,76.944
66.988,61.647,59.633,58.992,55.818,55.3,64.179,68.892,76.944
66.988,61.678,59.755,58.992,55.818,55.3,64.179,68.892,76.944
66.927,61.647,59.725,58.962,55.757,55.239,64.179,68.892,76.944
66.927,61.647,59.664,58.931,55.788,55.269,64.179,68.892,76.944
66.988,61.678,59.633,58.992,55.727,55.269,64.179,68.892,76.944
67.019,61.678,59.664,58.992,55.818,55.3,64.179,68.892,76.944
66.927,61.647,59.633,59.023,55.757,55.239,64.179,68.892,76.944
66.897,61.586,59.633,58.931,55.635,55.208,64.179,68.892,76.944
66.988,61.647,59.664,58.962,55.818,55.33,64.179,68.892,76.944
67.049,61.708,59.755,59.023,55.818,55.3,64.179,68.892,76.944
66.958,61.678,59.694,58.962,55.635,55.239,64.179,68.892,76.944
66.927,61.617,59.664,58.992,55.666,55.208,64.179,68.892,76.944
67.049,61.678,59.725,59.023,55.818,55.3,64.179,68.892,76.944
66.958,61.678,59.633,58.962,55.727,55.269,64.179,68.892,76.944
66.958,61.678,59.633,58.992,55.727,55.269,64.179,68.892,76.944
66.988,61.617,59.725,58.992,55.849,55.33,64.179,68.892,76.944
66.927,61.678,59.694,59.023,55.849,55.33,64.179,68.892,76.944
67.049,61.769,59.725,59.053,55.788,55.33,64.179,68.892,76.944
66.927,61.586,59.664,59.053,55.788,55.269,64.179,68.892,76.944
66.897,61.586,59.633,58.931,55.696,55.177,64.179,68.892,76.944
66.988,61.678,59.694,59.053,55.788,55.239,64.179,68.892,76.944
66.958,61.708,59.725,59.023,55.788,55.3,64.179,68.892,76.944
66.988,61.708,59.725,59.023,55.879,55.33,64.179,68.892,76.944
66.988,61.678,59.725,59.053,55.727,55.239,64.179,68.892,76.944
67.019,61.678,59.725,59.023,55.879,55.33,64.179,68.892,76.944
66.927,61.678,59.694,58.962,55.757,55.239,64.179,68.892,76.944
67.019,61.678,59.755,59.053,55.849,55.33,64.179,68.892,76.944
66.897,61.647,59.664,58.992,55.788,55.269,64.179,68.892,76.944
66.958,61.678,59.664,59.023,55.788,55.269,64.179,68.892,76.944
66.927,61.647,59.664,59.023,55.757,55.239,64.179,68.892,76.944
66.988,61.708,59.694,59.053,55.849,55.269,64.179,68.892,76.944
67.049,61.769,59.755,58.992,55.757,55.239,64.179,68.892,76.944
66.927,61.647,59.694,58.962,55.818,55.269,64.179,68.892,76.944
66.958,61.678,59.664,58.992,55.788,55.3,64.179,68.892,76.944
66.958,61.647,59.755,58.992,55.818,55.3,64.179,68.892,76.944
66.927,61.647,59.664,58.962,55.818,55.3,64.179,68.892,76.944
67.019,61.708,59.725,58.992,55.879,55.33,64.179,68.892,76.944
66.958,61.678,59.725,59.023,55.818,55.3,64.179,68.892,76.944
66.988,61.708,59.725,59.084,55.849,55.361,64.179,68.892,76.944
66.897,61.617,59.633,58.962,55.818,55.33,64.179,68.892,76.944
67.049,61.678,59.694,59.053,55.757,55.3,64.179,68.892,76.944
66.927,61.647,59.694,59.023,55.757,55.3,64.179,68.892,76.944
67.11,61.739,59.725,59.084,55.818,55.33,64.179,68.892,76.944
67.019,61.8,59.816,59.175,55.727,55.239,64.179,68.892,76.944
67.019,61.739,59.664,58.779,55.849,55.3,64.179,68.892,76.944
66.897,61.556,59.542,58.87,55.727,55.269,64.179,68.892,76.944
66.927,61.678,59.664,58.992,55.788,55.3,64.179,68.892,76.944
67.019,61.647,59.664,59.053,55.696,55.208,64.179,68.892,76.944
66.866,61.617,59.633,59.023,55.666,55.116,64.179,68.892,76.944
67.141,61.8,59.816,59.145,55.788,55.33,64.179,68.892,76.944
66.927,61.678,59.664,59.084,55.879,55.361,64.179,68.892,76.944
66.836,61.556,59.664,58.992,55.94,55.361,64.179,68.892,76.944
66.988,61.739,59.755,59.053,55.635,55.208,64.179,68.892,76.944
66.988,61.678,59.725,59.023,55.727,55.3,64.179,68.892,76.944
66.958,61.678,59.664,59.023,55.818,55.3,64.179,68.892,76.944
66.958,61.617,59.694,59.053,55.788,55.269,64.179,68.892,76.944
66.958,61.617,59.694,59.053,55.727,55.269,64.179,68.892,76.944
67.019,61.678,59.725,58.992,55.757,55.33,64.179,68.892,76.944
67.049,61.708,59.755,59.023,55.727,55.269,64.179,68.892,76.944
66.988,61.678,59.786,59.084,55.788,55.269,64.179,68.892,76.944
66.927,61.678,59.755,59.023,55.757,55.208,64.179,68.892,76.944
66.988,61.678,59.725,59.053,55.818,55.3,64.179,68.892,76.944
67.019,61.708,59.755,59.023,55.757,55.3,64.179,68.892,76.944
66.988,61.678,59.755,59.053,55.727,55.208,64.179,68.892,76.944
66.988,61.678,59.755,59.023,55.757,55.3,64.179,68.892,76.944
66.958,61.647,59.694,59.053,55.757,55.3,64.179,68.892,76.944
67.08,61.708,59.786,59.023,55.757,55.269,64.179,68.892,76.944
66.927,61.647,59.725,59.053,55.849,55.33,64.179,68.892,76.944
66.958,61.708,59.725,59.084,55.818,55.361,64.179,68.892,76.944
66.927,61.678,59.694,59.023,55.818,55.3,64.179,68.892,76.944
66.988,61.678,59.755,59.084,55.849,55.361,64.179,68.892,76.944
67.08,61.769,59.786,59.053,55.727,55.239,64.179,68.892,76.944
66.988,61.769,59.755,59.023,55.788,55.33,64.179,68.892,76.944
66.927,61.647,59.694,58.992,55.727,55.269,64.179,68.892,76.944
66.958,61.708,59.725,58.992,55.727,55.239,64.179,68.892,76.944
67.049,61.739,59.755,58.992,55.818,55.3,64.179,68.892,76.944
66.988,61.708,59.725,58.992,55.727,55.239,64.179,68.892,76.944
67.019,61.769,59.694,58.931,55.696,55.239,64.179,68.892,76.944
67.019,61.739,59.755,58.992,55.788,55.3,64.179,68.892,76.944
66.866,61.678,59.725,59.023,55.635,55.239,64.179,68.892,76.944
66.897,61.647,59.694,58.962,55.788,55.3,64.179,68.892,76.944
67.049,61.769,59.786,59.053,55.757,55.239,64.179,68.892,76.944
67.019,61.739,59.755,59.023,55.757,55.3,64.179,68.892,76.944
66.988,61.678,59.725,58.992,55.757,55.239,64.179,68.892,76.944
67.019,61.708,59.725,58.992,55.818,55.33,64.179,68.892,76.944
66.988,61.739,59.755,58.992,55.757,55.3,64.179,68.892,76.944
67.019,61.8,59.725,58.992,55.635,55.208,64.179,68.892,76.944
66.958,61.708,59.725,59.023,55.818,55.269,64.179,68.892,76.944
67.049,61.739,59.755,59.023,55.818,55.33,64.179,68.892,76.944
66.958,61.708,59.786,59.023,55.818,55.269,64.179,68.892,76.944
67.08,61.8,59.786,59.084,55.849,55.33,64.179,68.892,76.944
67.11,61.8,59.755,58.931,55.757,55.3,64.179,68.892,76.944
66.988,61.739,59.755,58.962,55.696,55.147,64.179,68.892,76.944
66.988,61.739,59.755,58.992,55.91,55.361,64.179,68.892,76.944
67.08,61.8,59.816,59.114,55.696,55.177,64.179,68.892,76.944
66.988,61.708,59.755,59.023,55.757,55.269,64.179,68.892,76.944
67.049,61.8,59.786,59.053,55.635,55.177,64.179,68.892,76.944
66.866,61.617,59.664,58.962,55.788,55.33,64.179,68.892,76.944
67.049,61.769,59.755,58.992,55.757,55.239,64.179,68.892,76.944
66.866,61.617,59.694,58.992,55.757,55.269,64.179,68.892,76.944
67.019,61.739,59.755,59.023,55.757,55.239,64.179,68.892,76.944
66.927,61.708,59.694,58.962,55.879,55.361,64.179,68.892,76.944
