D1,D2,D3,D4,D5,D6,P1,P2,P3
160.1,165.87,162.11,151.92,158.39,126.96,80.416,94.866,101.19
160.16,165.93,162.15,151.95,158.36,126.96,80.416,94.866,101.19
160.1,165.9,162.18,152.01,158.27,126.9,80.416,94.866,101.19
160.19,165.99,162.24,152.01,158.39,127.05,80.416,94.866,101.19
160.19,165.93,162.27,152.2,158.64,127.23,80.416,94.866,101.19
160.1,165.9,162.39,152.29,158.36,127.02,80.416,94.866,101.19
160.28,166.02,162.42,152.32,158.51,127.14,80.416,94.866,101.19
160.28,166.08,162.54,152.26,158.51,127.23,80.416,94.866,101.19
160.5,166.17,162.6,152.32,158.33,127.08,80.416,94.866,101.19
160.34,166.08,162.57,152.38,158.54,127.26,80.416,94.866,101.19
160.41,166.08,162.63,152.44,158.54,127.29,80.416,94.866,101.19
160.5,166.17,162.76,152.5,158.33,127.17,80.416,94.866,101.19
160.53,166.17,162.76,152.59,158.42,127.17,80.416,94.866,101.19
160.59,166.23,162.79,152.59,158.51,127.32,80.416,94.866,101.19
160.44,166.14,162.88,152.68,158.51,127.35,80.416,94.866,101.19
160.56,166.2,162.85,152.68,158.54,127.38,80.416,94.866,101.19
160.74,166.36,163,152.84,158.54,127.42,80.416,94.866,101.19
160.53,166.14,162.94,152.81,158.48,127.38,80.416,94.866,101.19
160.71,166.36,163,152.9,158.48,127.42,80.416,94.866,101.19
160.71,166.33,163.09,152.93,158.57,127.51,80.416,94.866,101.19
160.71,166.27,163.12,152.99,158.61,127.57,80.416,94.866,101.19
160.71,166.33,163.18,153.05,158.51,127.51,80.416,94.866,101.19
160.77,166.33,163.18,153.08,158.7,127.66,80.416,94.866,101.19
160.8,166.33,163.27,153.14,158.54,127.57,80.416,94.866,101.19
160.74,166.27,163.27,153.17,158.64,127.63,80.416,94.866,101.19
160.83,166.42,163.37,153.23,158.61,127.66,80.416,94.866,101.19
160.89,166.42,163.4,153.29,158.67,127.69,80.416,94.866,101.19
160.96,166.45,163.49,153.36,158.67,127.78,80.416,94.866,101.19
160.99,166.48,163.55,153.42,158.73,127.78,80.416,94.866,101.19
160.99,166.48,163.61,153.45,158.85,127.93,80.416,94.866,101.19
161.02,166.51,163.67,153.51,158.73,127.87,80.416,94.866,101.19
161.11,166.57,163.67,153.54,158.76,127.93,80.416,94.866,101.19
161.02,166.48,163.7,153.6,158.67,127.78,80.416,94.866,101.19
161.02,166.48,163.7,153.69,158.76,127.93,80.416,94.866,101.19
161.17,166.57,163.85,153.75,158.76,128,80.416,94.866,101.19
161.17,166.57,163.88,153.81,158.82,128.06,80.416,94.866,101.19
161.2,166.57,163.92,153.87,158.76,128.03,80.416,94.866,101.19
161.2,166.6,163.98,153.91,158.79,128.09,80.416,94.866,101.19
161.32,166.66,164.04,153.94,158.76,128.03,80.416,94.866,101.19
161.32,166.66,164.07,154,158.88,128.18,80.416,94.866,101.19
161.32,166.66,164.07,154.06,158.79,128.12,80.416,94.866,101.19
161.44,166.72,164.19,154.21,158.88,128.24,80.416,94.866,101.19
161.41,166.72,164.22,154.27,158.88,128.27,80.416,94.866,101.19
161.5,166.78,164.25,154.27,158.91,128.3,80.416,94.866,101.19
161.41,166.69,164.28,154.3,158.88,128.3,80.416,94.866,101.19
161.32,166.63,164.25,154.24,158.97,128.33,80.416,94.866,101.19
161.57,166.85,164.4,154.45,158.88,128.36,80.416,94.866,101.19
161.53,166.75,164.4,154.49,158.88,128.33,80.416,94.866,101.19
161.66,166.91,164.53,154.58,159.03,128.48,80.416,94.866,101.19
161.66,166.85,164.59,154.61,158.97,128.48,80.416,94.866,101.19
161.69,166.91,164.65,154.7,158.94,128.48,80.416,94.866,101.19
161.69,166.91,164.62,154.7,159.03,128.54,80.416,94.866,101.19
161.69,166.94,164.68,154.76,159.12,128.64,80.416,94.866,101.19
161.78,167.03,164.77,154.91,159.03,128.54,80.416,94.866,101.19
161.81,166.94,164.86,154.94,158.94,128.54,80.416,94.866,101.19
161.72,166.88,164.8,154.97,159.09,128.67,80.416,94.866,101.19
161.96,167.03,164.98,155,159,128.64,80.416,94.866,101.19
161.84,166.97,164.95,155,159.12,128.73,80.416,94.866,101.19
161.93,167.06,165.04,155.1,159.06,128.73,80.416,94.866,101.19
161.96,167.06,165.08,155.19,159.09,128.76,80.416,94.866,101.19
161.9,167.06,165.11,155.16,159.03,128.76,80.416,94.866,101.19
161.99,167.09,165.17,155.28,159.19,128.85,80.416,94.866,101.19
161.93,167.09,165.2,155.34,159.06,128.82,80.416,94.866,101.19
162.05,167.18,165.32,155.4,159.12,128.91,80.416,94.866,101.19
162.15,167.21,165.35,155.52,159.06,128.88,80.416,94.866,101.19
162.11,167.21,165.38,155.55,159.09,128.85,80.416,94.866,101.19
162.21,167.24,165.44,155.58,159.12,128.97,80.416,94.866,101.19
162.18,167.21,165.44,155.68,159.06,128.97,80.416,94.866,101.19
162.24,167.24,165.53,155.68,159.22,129.06,80.416,94.866,101.19
162.24,167.21,165.53,155.68,159.15,129.03,80.416,94.866,101.19
162.3,167.33,165.65,155.83,159.12,128.97,80.416,94.866,101.19
162.33,167.3,165.69,155.83,159.22,129.12,80.416,94.866,101.19
162.3,167.3,165.72,155.92,159.19,129.12,80.416,94.866,101.19
162.39,167.43,165.81,155.98,159.25,129.19,80.416,94.866,101.19
162.45,167.43,165.84,156.01,159.4,129.31,80.416,94.866,101.19
162.51,167.49,165.96,156.13,159.25,129.22,80.416,94.866,101.19
162.51,167.46,165.96,156.13,159.31,129.22,80.416,94.866,101.19
162.39,167.36,165.96,156.13,159.4,129.4,80.416,94.866,101.19
162.57,167.52,166.08,156.22,159.12,129.22,80.416,94.866,101.19
162.48,167.49,166.11,156.22,159.31,129.31,80.416,94.866,101.19
162.57,167.46,166.08,156.26,159.34,129.37,80.416,94.866,101.19
162.69,167.64,166.23,156.19,159.22,129.31,80.416,94.866,101.19
162.82,167.64,166.17,156.29,159.31,129.43,80.416,94.866,101.19
162.63,167.61,166.27,156.41,159.15,129.37,80.416,94.866,101.19
162.63,167.43,166.27,156.47,159.34,129.49,80.416,94.866,101.19
162.51,167.49,166.3,156.56,159.22,129.34,80.416,94.866,101.19
162.79,167.58,166.42,156.68,159.25,129.49,80.416,94.866,101.19
162.79,167.64,166.51,156.71,159.34,129.55,80.416,94.866,101.19
162.79,167.61,166.57,156.77,159.43,129.7,80.416,94.866,101.19
162.76,167.58,166.54,156.87,159.34,129.64,80.416,94.866,101.19
162.88,167.7,166.66,156.93,159.46,129.7,80.416,94.866,101.19
162.91,167.7,166.63,156.99,159.37,129.64,80.416,94.866,101.19
162.91,167.7,166.75,157.02,159.46,129.7,80.416,94.866,101.19
162.97,167.7,166.75,157.08,159.43,129.77,80.416,94.866,101.19
163.12,167.82,166.85,157.08,159.4,129.7,80.416,94.866,101.19
162.94,167.7,166.88,157.17,159.49,129.8,80.416,94.866,101.19
163.09,167.79,166.97,157.2,159.43,129.83,80.416,94.866,101.19
163.06,167.79,166.97,157.23,159.46,129.83,80.416,94.866,101.19
163.03,167.73,167,157.35,159.58,129.98,80.416,94.866,101.19
163.18,167.85,167.12,157.38,159.52,129.92,80.416,94.866,101.19
163.12,167.85,167.15,157.41,159.4,129.86,80.416,94.866,101.19
163.09,167.79,167.18,157.48,159.55,129.95,80.416,94.866,101.19
163.24,167.88,167.24,157.57,159.52,130.04,80.416,94.866,101.19
163.24,167.85,167.27,157.6,159.64,130.07,80.416,94.866,101.19
163.24,167.91,167.33,157.66,159.55,130.07,80.416,94.866,101.19
163.27,167.88,167.39,157.69,159.49,130.04,80.416,94.866,101.19
163.43,167.97,167.49,157.78,159.61,130.13,80.416,94.866,101.19
163.34,167.94,167.49,157.81,159.64,130.13,80.416,94.866,101.19
163.43,168.04,167.55,157.84,159.58,130.16,80.416,94.866,101.19
163.31,167.88,167.58,157.9,159.73,130.28,80.416,94.866,101.19
163.46,167.97,167.61,157.93,159.7,130.31,80.416,94.866,101.19
163.46,168.04,167.7,158.03,159.64,130.31,80.416,94.866,101.19
163.55,168.07,167.73,158.03,159.61,130.25,80.416,94.866,101.19
163.55,168.1,167.79,158.15,159.67,130.35,80.416,94.866,101.19
163.52,168.1,167.79,158.18,159.83,130.44,80.416,94.866,101.19
163.58,168.1,167.88,158.3,159.73,130.44,80.416,94.866,101.19
163.64,168.16,167.94,158.33,159.83,130.44,80.416,94.866,101.19
163.64,168.13,167.94,158.36,159.76,130.53,80.416,94.866,101.19
163.67,168.16,167.97,158.33,159.7,130.47,80.416,94.866,101.19
163.76,168.22,168.1,158.51,159.73,130.53,80.416,94.866,101.19
163.7,168.16,168.1,158.48,159.61,130.44,80.416,94.866,101.19
163.85,168.25,168.16,158.57,159.64,130.5,82.274,94.866,101.19
163.76,168.19,168.19,158.61,159.83,130.59,82.274,94.866,101.19
163.79,168.25,168.25,158.61,159.64,130.56,82.274,94.866,101.19
163.88,168.31,168.28,158.7,159.92,130.74,82.274,94.866,101.19
163.85,168.25,168.34,158.85,159.73,130.68,82.274,94.866,101.19
163.92,168.28,168.37,158.85,159.76,130.68,82.274,94.866,101.19
163.95,168.28,168.4,158.88,159.76,130.71,82.274,94.866,101.19
163.88,168.22,168.43,158.88,159.89,130.83,82.274,94.866,101.19
163.98,168.37,168.58,159,159.83,130.77,82.274,94.866,101.19
164.04,168.4,168.65,159.03,159.86,130.86,82.274,94.866,101.19
164.04,168.34,168.62,159.12,159.86,130.83,82.274,94.866,101.19
164.16,168.46,168.71,159.09,159.92,130.86,82.274,94.866,101.19
164.04,168.34,168.68,159.22,159.83,130.92,82.274,94.866,101.19
164.01,168.34,168.74,159.28,159.89,130.96,82.274,94.866,101.19
164.16,168.4,168.8,159.28,159.86,130.96,82.274,94.866,101.19
164.1,168.37,168.83,159.4,159.92,130.96,82.274,94.866,101.19
164.07,168.31,168.83,159.31,159.73,130.89,82.274,94.866,101.19
164.28,168.52,169.01,159.52,159.98,131.08,82.274,94.866,101.19
164.19,168.46,169.07,159.58,159.95,131.08,82.274,94.866,101.19
164.22,168.46,169.01,159.52,159.92,131.11,82.274,94.866,101.19
164.4,168.58,169.1,159.64,159.98,131.14,82.274,94.866,101.19
164.34,168.49,169.16,159.7,159.98,131.14,82.274,94.866,101.19
164.19,168.4,169.13,159.73,160.01,131.23,82.274,94.866,101.19
164.4,168.55,169.26,159.83,159.98,131.17,82.274,94.866,101.19
164.43,168.62,169.29,159.86,160.01,131.23,82.274,94.866,101.19
164.43,168.58,169.26,159.95,160.01,131.29,82.274,94.866,101.19
164.46,168.58,169.35,159.98,160.01,131.32,82.274,94.866,101.19
164.5,168.62,169.44,160.04,160.01,131.29,82.274,94.866,101.19
164.5,168.58,169.44,160.13,160.04,131.44,82.274,94.866,101.19
164.62,168.65,169.53,160.16,160.1,131.38,82.274,94.866,101.19
164.68,168.74,169.59,160.16,160.04,131.38,82.274,94.866,101.19
164.56,168.62,169.59,160.25,160.04,131.47,82.274,94.866,101.19
164.68,168.68,169.65,160.31,159.98,131.35,82.274,94.866,101.19
164.65,168.68,169.71,160.38,160.1,131.47,82.274,94.866,101.19
164.62,168.68,169.74,160.41,160.16,131.54,82.274,94.866,101.19
164.8,168.77,169.81,160.47,160.04,131.47,82.274,94.866,101.19
164.71,168.71,169.87,160.5,160.22,131.63,82.274,94.866,101.19
164.74,168.77,170.08,160.86,160.01,131.57,82.274,94.866,101.19
164.8,168.77,169.93,160.62,160.13,131.6,82.274,94.866,101.19
164.83,168.83,170.08,160.68,160.22,131.78,82.274,94.866,101.19
165.01,168.92,170.11,160.65,160.16,131.75,82.274,94.866,101.19
164.83,168.86,170.08,160.71,160.19,131.72,82.274,94.866,101.19
165.04,168.92,170.14,160.77,160.28,131.81,82.274,94.866,101.19
164.92,168.89,170.17,160.8,160.04,131.63,82.274,94.866,101.19
164.92,168.83,170.17,160.86,160.04,131.66,82.274,94.866,101.19
165.11,168.98,170.26,160.96,160.34,131.93,82.274,94.866,101.19
165.01,168.89,170.32,161.08,160.19,131.84,82.274,94.866,101.19
165.01,168.92,170.29,161.08,160.25,131.93,82.274,94.866,101.19
165.11,168.92,170.39,161.11,160.25,131.87,82.274,94.866,101.19
165.04,168.89,170.45,161.2,160.19,131.9,82.274,94.866,101.19
165.14,168.98,170.48,161.2,160.22,131.96,82.274,94.866,101.19
164.95,168.86,170.48,161.32,160.25,131.99,82.274,94.866,101.19
165.2,169.01,170.6,161.38,160.28,132.02,82.274,94.866,101.19
165.26,169.07,170.63,161.35,160.34,132.02,82.274,94.866,101.19
165.23,169.04,170.63,161.41,160.31,132.12,82.274,94.866,101.19
165.26,168.98,170.75,161.5,160.41,132.18,82.274,94.866,101.19
165.35,169.13,170.81,161.53,160.31,132.12,82.274,94.866,101.19
165.35,169.07,170.75,161.63,160.34,132.21,82.274,94.866,101.19
165.38,169.16,170.9,161.63,160.28,132.18,82.274,94.866,101.19
165.53,169.2,170.97,161.69,160.31,132.18,82.274,94.866,101.19
165.44,169.2,171,161.81,160.41,132.27,82.274,94.866,101.19
165.53,169.2,171.03,161.81,160.38,132.33,82.274,94.866,101.19
165.44,169.16,171.03,161.87,160.44,132.36,82.274,94.866,101.19
165.5,169.1,171.09,161.9,160.41,132.33,82.274,94.866,101.19
165.56,169.16,171.12,161.9,160.41,132.39,82.274,94.866,101.19
165.53,169.16,171.18,162.02,160.47,132.39,82.274,94.866,101.19
165.59,169.2,171.21,162.11,160.47,132.48,82.274,94.866,101.19
165.59,169.23,171.3,162.18,160.44,132.48,82.274,94.866,101.19
165.69,169.29,171.33,162.18,160.31,132.42,82.274,94.866,101.19
165.69,169.29,171.36,162.27,160.53,132.54,82.274,94.866,101.19
165.72,169.29,171.42,162.24,160.31,132.42,82.274,94.866,101.19
165.69,169.23,171.45,162.36,160.5,132.63,82.274,94.866,101.19
165.81,169.32,171.55,162.42,160.5,132.6,82.274,94.866,101.19
165.9,169.38,171.58,162.42,160.41,132.57,82.274,94.866,101.19
165.9,169.35,171.61,162.54,160.56,132.69,82.274,94.866,101.19
165.87,169.38,171.61,162.54,160.5,132.69,82.274,94.866,101.19
165.9,169.41,171.7,162.63,160.5,132.69,82.274,94.866,101.19
165.84,169.32,171.73,162.69,160.47,132.66,82.274,94.866,101.19
165.96,169.38,171.79,162.69,160.56,132.76,82.274,94.866,101.19
165.93,169.29,171.76,162.79,160.5,132.76,82.274,94.866,101.19
166.05,169.47,171.88,162.88,160.56,132.82,82.274,97.361,104.06
166.05,169.53,171.91,162.88,160.59,132.85,82.274,97.361,104.06
166.11,169.5,171.97,163,160.5,132.85,82.274,97.361,104.06
166.11,169.53,171.97,163,160.56,132.88,82.274,97.361,104.06
166.14,169.5,172,163.09,160.5,132.85,82.274,97.361,104.06
166.08,169.47,172.03,163.09,160.59,132.91,82.274,97.361,104.06
166.17,169.53,172.09,163.15,160.53,132.91,82.274,97.361,104.06
166.33,169.62,172.22,163.18,160.65,133,82.274,97.361,104.06
166.23,169.53,172.22,163.24,160.59,133,82.274,97.361,104.06
166.3,169.59,172.28,163.31,160.56,133,82.274,97.361,104.06
166.27,169.59,172.28,163.4,160.62,133.06,82.274,97.361,104.06
166.27,169.56,172.31,163.4,160.62,133.03,82.274,97.361,104.06
166.36,169.65,172.37,163.49,160.65,133.12,82.274,97.361,104.06
166.36,169.68,172.4,163.55,160.65,133.18,82.274,97.361,104.06
166.48,169.71,172.49,163.58,160.68,133.18,82.274,97.361,104.06
166.42,169.65,172.52,163.64,160.65,133.21,82.274,97.361,104.06
166.45,169.68,172.52,163.64,160.71,133.21,82.274,97.361,104.06
166.54,169.74,172.61,163.7,160.77,133.34,82.274,97.361,104.06
166.51,169.68,172.61,163.76,160.74,133.34,82.274,97.361,104.06
166.45,169.68,172.67,163.82,160.74,133.37,82.274,97.361,104.06
166.63,169.77,172.77,163.88,160.74,133.34,82.274,97.361,104.06
166.6,169.74,172.8,163.98,160.68,133.37,82.274,97.361,104.06
166.6,169.77,172.77,163.98,160.71,133.4,82.274,97.361,104.06
166.69,169.84,172.92,164.07,160.86,133.52,82.274,97.361,104.06
166.66,169.81,172.92,164.07,160.77,133.49,82.274,97.361,104.06
166.75,169.84,172.98,164.19,160.8,133.52,82.274,97.361,104.06
166.78,169.87,173.01,164.16,160.77,133.52,82.274,97.361,104.06
166.81,169.93,173.1,164.25,160.77,133.55,82.274,97.361,104.06
166.81,169.9,173.13,164.28,160.77,133.58,82.274,97.361,104.06
166.75,169.84,173.1,164.25,160.77,133.58,82.274,97.361,104.06
166.81,169.84,173.16,164.34,160.71,133.52,82.274,97.361,104.06
166.85,169.87,173.22,164.43,160.74,133.64,82.274,97.361,104.06
166.97,169.96,173.25,164.5,160.71,133.67,82.274,97.361,104.06
167.06,170.08,173.38,164.43,160.77,133.67,82.274,97.361,104.06
167.21,170.08,173.28,164.34,160.86,133.79,82.274,97.361,104.06
166.88,169.84,173.28,164.56,160.8,133.73,82.274,97.361,104.06
166.97,169.9,173.35,164.65,160.86,133.79,82.274,97.361,104.06
166.94,169.96,173.47,164.8,160.89,133.85,82.274,97.361,104.06
167.12,170.02,173.5,164.86,160.77,133.79,82.274,97.361,104.06
167.15,170.05,173.62,164.95,160.8,133.89,82.274,97.361,104.06
167.09,170.02,173.56,164.83,161.08,134.1,82.274,97.361,104.06
167.03,169.93,173.62,165.04,160.83,134.01,82.274,97.361,104.06
167.3,170.17,173.77,165.11,160.83,133.92,82.274,97.361,104.06
167.33,170.11,173.71,165.08,160.8,133.95,82.274,97.361,104.06
167.03,169.99,173.77,165.11,160.86,133.98,82.274,97.361,104.06
167.49,170.23,173.93,165.2,160.83,134.04,82.274,97.361,104.06
167.33,170.14,173.89,165.23,160.92,134.1,82.274,97.361,104.06
167.36,170.17,173.93,165.26,160.92,134.1,82.274,97.361,104.06
167.46,170.26,174.05,165.32,160.89,134.13,82.274,97.361,104.06
167.33,170.14,174.02,165.41,160.96,134.25,82.274,97.361,104.06
167.43,170.2,174.08,165.44,160.89,134.19,82.274,97.361,104.06
167.55,170.26,174.17,165.5,160.99,134.28,82.274,97.361,104.06
167.43,170.14,174.14,165.53,160.92,134.25,82.274,97.361,104.06
167.52,170.23,174.2,165.56,160.99,134.31,82.274,97.361,104.06
167.43,170.2,174.23,165.62,160.99,134.34,82.274,97.361,104.06
167.52,170.23,174.23,165.69,160.99,134.31,82.274,97.361,104.06
167.61,170.29,174.35,165.75,160.99,134.37,82.274,97.361,104.06
167.52,170.26,174.35,165.72,161.05,134.47,82.274,97.361,104.06
167.58,170.29,174.44,165.81,160.99,134.4,82.274,97.361,104.06
167.67,170.39,174.44,165.87,161.08,134.47,82.274,97.361,104.06
167.7,170.29,174.51,165.99,161.05,134.43,82.274,97.361,104.06
167.73,170.35,174.6,166.02,161.08,134.53,82.274,97.361,104.06
167.82,170.45,174.66,166.02,161.02,134.56,82.274,97.361,104.06
167.76,170.39,174.69,166.14,161.05,134.56,82.274,97.361,104.06
167.82,170.48,174.63,166.14,161.05,134.59,82.274,97.361,104.06
167.82,170.42,174.72,166.14,161.08,134.59,82.274,97.361,104.06
167.88,170.48,174.84,166.3,161.11,134.71,82.274,97.361,104.06
167.82,170.42,174.81,166.27,161.14,134.68,82.274,97.361,104.06
167.94,170.54,174.84,166.33,161.02,134.68,82.274,97.361,104.06
167.88,170.45,174.9,166.42,161.08,134.71,82.274,97.361,104.06
167.97,170.51,174.99,166.45,161.08,134.77,82.274,97.361,104.06
168.04,170.51,174.99,166.51,161.08,134.71,82.274,97.361,104.06
168,170.51,175.05,166.54,161.23,134.86,82.274,97.361,104.06
168.04,170.51,175.09,166.6,161.14,134.83,82.274,97.361,104.06
168.04,170.51,175.12,166.69,161.26,134.95,82.274,97.361,104.06
168.07,170.51,175.15,166.69,161.23,134.98,82.274,97.361,104.06
168.13,170.6,175.24,166.75,161.2,134.92,82.274,97.361,104.06
168.07,170.54,175.24,166.75,161.2,134.95,82.274,97.361,104.06
168.16,170.63,175.3,166.88,161.26,135.04,82.274,97.361,104.06
168.16,170.63,175.36,166.88,161.08,134.95,82.274,97.361,104.06
168.16,170.54,175.36,166.91,161.14,135.01,82.274,97.361,104.06
168.22,170.63,175.39,166.97,161.2,135.04,82.274,97.361,104.06
168.22,170.6,175.45,167.09,161.2,135.11,82.274,97.361,104.06
168.31,170.66,175.51,167.12,161.14,135.08,82.274,97.361,104.06
168.49,170.84,175.63,167.15,161.17,135.04,82.274,97.361,104.06
168.37,170.72,175.6,167.21,161.26,135.26,82.274,97.361,104.06
168.28,170.66,175.57,167.24,161.2,135.14,82.274,97.361,104.06
168.31,170.63,175.63,167.27,161.2,135.2,82.274,97.361,104.06
168.34,170.66,175.73,167.36,161.26,135.29,82.274,97.361,104.06
168.43,170.75,175.79,167.43,161.29,135.32,82.274,97.361,104.06
168.46,170.78,175.85,167.52,161.2,135.26,82.274,97.361,104.06
168.37,170.69,175.82,167.49,161.32,135.35,82.274,97.361,104.06
168.4,170.69,175.88,167.55,161.38,135.44,82.274,97.361,104.06
168.55,170.81,175.94,167.67,161.41,135.47,82.274,97.361,104.06
168.55,170.75,175.91,167.61,161.32,135.44,82.274,97.361,104.06
168.46,170.69,175.94,167.64,161.35,135.47,82.274,97.361,104.06
168.55,170.78,176.06,167.82,161.35,135.53,82.274,97.361,104.06
168.62,170.78,176.06,167.82,161.35,135.47,82.274,97.361,104.06
168.62,170.75,176.09,167.76,161.41,135.59,82.274,97.361,104.06
168.71,170.9,176.21,168,161.26,135.5,82.274,97.361,104.06
168.77,170.87,176.24,167.97,161.41,135.62,82.274,97.361,104.06
168.74,170.9,176.24,167.97,161.32,135.59,82.274,97.361,104.06
168.74,170.84,176.31,168,161.32,135.59,82.274,97.361,104.06
168.71,170.81,176.31,168.07,161.41,135.69,82.274,97.361,104.06
168.77,170.9,176.4,168.16,161.38,135.72,82.274,97.361,104.06
168.8,170.87,176.4,168.13,161.38,135.69,82.274,97.361,104.06
168.77,170.87,176.4,168.22,161.41,135.72,82.274,97.361,104.06
168.77,170.84,176.46,168.28,161.38,135.81,82.274,97.361,104.06
168.8,170.87,176.55,168.4,161.41,135.78,82.274,97.361,104.06
168.86,170.9,176.55,168.37,161.44,135.84,82.274,97.361,104.06
168.74,170.93,176.76,168.68,161.44,135.9,82.274,97.361,104.06
168.98,171,176.73,168.65,161.44,135.93,82.274,97.361,104.06
168.98,171.03,176.76,168.58,161.63,136.02,82.274,97.361,104.06
168.98,171,176.7,168.49,161.47,135.99,82.274,97.361,104.06
168.95,171.06,176.79,168.58,161.57,136.02,82.274,97.361,104.06
169.01,171.03,176.79,168.65,161.63,136.08,82.274,97.361,104.06
169.07,171.06,176.89,168.71,161.41,135.96,82.274,97.361,104.06
169.01,171,176.86,168.71,161.26,135.9,82.274,97.361,104.06
169.01,171,176.89,168.77,161.41,135.99,82.274,97.361,104.06
169.16,171.15,177.04,168.92,161.47,136.08,82.274,97.361,104.06
169.16,171.09,177.01,168.92,161.57,136.14,84.176,97.361,104.06
169.29,171.24,177.16,169.04,161.53,136.17,84.176,97.361,104.06
169.07,171.09,177.07,169.01,161.72,136.33,84.176,97.361,104.06
169.1,171.06,177.13,169.07,161.53,136.27,84.176,97.361,104.06
169.16,171.12,177.22,169.13,161.47,136.2,84.176,97.361,104.06
169.23,171.12,177.19,169.13,161.35,136.11,84.176,97.361,104.06
169.2,171.09,177.25,169.23,161.66,136.36,84.176,97.361,104.06
169.29,171.12,177.25,169.26,161.53,136.33,84.176,97.361,104.06
169.26,171.15,177.34,169.29,161.57,136.3,84.176,97.361,104.06
169.26,171.15,177.37,169.35,161.6,136.36,84.176,97.361,104.06
169.35,171.24,177.4,169.44,161.53,136.36,84.176,97.361,104.06
169.35,171.24,177.44,169.44,161.69,136.48,84.176,97.361,104.06
169.44,171.24,177.53,169.53,161.66,136.48,84.176,97.361,104.06
169.44,171.24,177.53,169.53,161.6,136.48,84.176,97.361,104.06
169.41,171.24,177.56,169.62,161.69,136.57,84.176,97.361,104.06
169.41,171.21,177.59,169.65,161.69,136.6,84.176,97.361,104.06
169.41,171.24,177.62,169.68,161.57,136.57,84.176,97.361,104.06
169.56,171.3,177.74,169.74,161.66,136.6,84.176,97.361,104.06
169.5,171.24,177.68,169.81,161.66,136.6,84.176,97.361,104.06
169.56,171.36,177.86,169.84,161.72,136.66,84.176,97.361,104.06
169.5,171.27,177.83,169.9,161.72,136.72,84.176,97.361,104.06
169.65,171.33,177.92,169.96,161.72,136.69,84.176,97.361,104.06
169.68,171.33,177.95,170.02,161.63,136.66,84.176,97.361,104.06
169.74,171.33,177.98,170.08,161.78,136.81,84.176,97.361,104.06
169.68,171.36,177.98,170.08,161.69,136.78,84.176,97.361,104.06
169.59,171.36,178.05,170.17,161.69,136.78,84.176,97.361,104.06
169.74,171.39,178.11,170.2,161.81,136.88,84.176,97.361,104.06
169.93,171.51,178.2,170.29,161.72,136.91,84.176,97.361,104.06
169.65,171.33,178.14,170.26,161.84,136.94,84.176,97.361,104.06
169.77,171.36,178.23,170.39,161.69,136.88,84.176,97.361,104.06
169.77,171.39,178.23,170.39,161.81,136.94,84.176,97.361,104.06
169.81,171.39,178.29,170.51,161.78,136.97,84.176,97.361,104.06
169.87,171.45,178.32,170.48,161.69,136.91,84.176,97.361,104.06
169.84,171.45,178.35,170.54,161.87,137.06,84.176,97.361,104.06
169.87,171.48,178.38,170.63,161.81,137.03,84.176,97.361,104.06
169.9,171.39,178.44,170.69,161.84,137.15,84.176,97.361,104.06
169.87,171.48,178.5,170.72,161.78,137.12,84.176,97.361,104.06
169.9,171.51,178.53,170.78,161.72,137.03,84.176,97.361,104.06
170.05,171.55,178.59,170.84,161.87,137.18,84.176,97.361,104.06
170.05,171.67,178.66,170.9,161.81,137.15,84.176,97.361,104.06
169.99,171.58,178.66,170.93,161.99,137.36,84.176,97.361,104.06
170.02,171.51,178.72,170.97,161.9,137.27,84.176,97.361,104.06
170.05,171.55,178.72,171,161.84,137.3,84.176,97.361,104.06
170.11,171.61,178.84,171.09,161.87,137.33,84.176,97.361,104.06
170.02,171.55,178.81,171.03,161.9,137.36,84.176,97.361,104.06
170.11,171.61,178.87,171.15,161.87,137.36,84.176,97.361,104.06
170.17,171.64,178.93,171.24,161.87,137.36,84.176,97.361,104.06
170.23,171.67,178.99,171.27,161.93,137.39,84.176,97.361,104.06
170.23,171.67,179.02,171.36,161.9,137.39,84.176,97.361,104.06
170.14,171.64,179.02,171.33,162.02,137.52,84.176,97.361,104.06
170.32,171.73,179.14,171.42,161.84,137.43,84.176,97.361,104.06
170.26,171.67,179.11,171.45,161.93,137.49,84.176,97.361,104.06
170.32,171.7,179.11,171.51,161.93,137.52,84.176,97.361,104.06
170.29,171.67,179.21,171.55,161.93,137.52,84.176,97.361,104.06
170.26,171.7,179.24,171.61,161.93,137.55,84.176,97.361,104.06
170.29,171.67,179.27,171.64,161.9,137.55,84.176,97.361,104.06
170.39,171.7,179.33,171.67,162.08,137.73,84.176,97.361,104.06
170.39,171.76,179.39,171.7,161.93,137.7,84.176,97.361,104.06
170.42,171.73,179.39,171.79,161.99,137.64,84.176,97.361,104.06
170.48,171.76,179.48,171.82,162.18,137.85,84.176,97.361,104.06
170.45,171.73,179.48,171.82,162.08,137.79,84.176,97.361,104.06
170.57,171.82,179.57,171.91,161.96,137.76,84.176,97.361,104.06
170.6,171.82,179.6,171.94,162.08,137.85,84.176,97.361,104.06
170.57,171.79,179.6,172,161.99,137.79,84.176,97.361,104.06
170.51,171.76,179.66,172.06,162.02,137.82,84.176,97.361,104.06
170.57,171.79,179.66,172.16,161.96,137.82,84.176,97.361,104.06
170.54,171.73,179.69,172.09,161.93,137.79,84.176,97.361,104.06
170.75,171.91,179.63,171.97,162.02,137.85,84.176,97.361,104.06
