"N","Time","avg(f)","max(f)"
3257,0,55,55.001
3257,0.021496,54.995,55.001
3257,0.042992,54.991,55.011
3257,0.064488,54.988,55.03
3257,0.085984,54.985,55.04
3257,0.10748,54.981,55.072
3257,0.12898,54.981,55.142
3257,0.15047,54.979,55.119
3257,0.17197,54.977,55.131
3257,0.19346,54.98,55.198
3257,0.21496,54.979,55.192
3257,0.23646,54.979,55.222
3257,0.25795,54.984,55.341
3257,0.27945,54.984,55.304
3257,0.30094,54.985,55.349
3257,0.32244,54.992,55.542
3257,0.34394,54.993,55.488
3257,0.36543,54.994,55.472
3257,0.38693,55.002,55.673
3257,0.40842,55.004,55.633
3257,0.42992,55.007,55.595
3257,0.45142,55.016,55.995
3257,0.47291,55.019,55.9
3257,0.49441,55.021,55.815
3257,0.5159,55.033,55.974
3257,0.5374,55.037,55.912
3257,0.5589,55.04,55.855
3257,0.58039,55.056,56.258
3257,0.60189,55.06,56.185
3257,0.62338,55.065,56.118
3257,0.64488,55.079,56.455
3257,0.66638,55.084,56.371
3257,0.68787,55.09,56.292
3257,0.70937,55.103,56.82
3257,0.73086,55.109,56.702
3257,0.75236,55.115,56.593
3257,0.77386,55.129,57.009
3257,0.79535,55.135,56.898
3257,0.81685,55.142,56.794
3257,0.83834,55.16,57.223
3257,0.85984,55.167,57.107
3257,0.88134,55.175,56.999
3257,0.90283,55.195,57.539
3257,0.92433,55.204,57.385
3257,0.94582,55.211,57.245
3257,0.96732,55.227,57.64
3257,0.98882,55.236,57.448
3257,1.0103,55.244,57.276
3257,1.0318,55.26,57.922
3257,1.0533,55.273,57.768
3257,1.0748,55.283,57.627
3257,1.0963,55.304,58.044
3257,1.1178,55.319,57.892
3257,1.1393,55.328,57.751
3257,1.1608,55.349,58.647
3257,1.1823,55.364,58.387
3257,1.2038,55.375,58.153
3257,1.2253,55.393,58.116
3257,1.2468,55.412,57.962
3257,1.2683,55.423,58.294
3257,1.2898,55.441,58.644
3257,1.3113,55.462,58.556
3257,1.3328,55.472,58.576
3257,1.3542,55.489,58.762
3257,1.3757,55.514,58.638
3257,1.3972,55.525,58.528
3257,1.4187,55.543,58.698
3257,1.4402,55.569,58.618
3257,1.4617,55.58,59.16
3257,1.4832,55.598,59.015
3257,1.5047,55.621,59.941
3257,1.5262,55.632,59.559
3257,1.5477,55.646,59.976
3257,1.5692,55.673,59.738
3257,1.5907,55.686,59.648
3257,1.6122,55.699,59.485
3257,1.6337,55.732,60.021
3257,1.6552,55.743,59.766
3257,1.6767,55.756,59.7
3257,1.6982,55.789,60.303
3257,1.7197,55.802,60.05
3257,1.7412,55.816,59.817
3257,1.7627,55.846,61.21
3257,1.7842,55.859,60.752
3257,1.8057,55.874,60.343
3257,1.8272,55.91,59.976
3257,1.8487,55.923,60.031
3257,1.8702,55.938,60.577
3257,1.8916,55.983,60.926
3257,1.9131,55.998,60.475
3257,1.9346,56.012,60.674
3257,1.9561,56.064,61.702
3257,1.9776,56.077,61.418
3257,1.9991,56.092,61.154
3257,2.0206,56.138,62.12
3257,2.0421,56.151,61.814
3257,2.0636,56.166,61.529
3257,2.0851,56.214,62.596
3257,2.1066,56.228,62.265
3257,2.1281,56.241,61.957
3257,2.1496,56.299,62.111
3257,2.1711,56.312,61.821
3257,2.1926,56.325,62.028
3257,2.2141,56.387,62.645
3257,2.2356,56.4,62.297
3257,2.2571,56.414,62.08
3257,2.2786,56.493,63.641
3257,2.3001,56.503,63.357
3257,2.3216,56.516,62.952
3257,2.3431,56.586,63.873
3257,2.3646,56.599,63.505
3257,2.3861,56.61,63.159
3257,2.4076,56.683,64.156
3257,2.429,56.696,63.564
3257,2.4505,56.707,63.033
3257,2.472,56.808,64.835
3257,2.4935,56.819,64.432
3257,2.515,56.832,64.058
3257,2.5365,56.947,64.288
3257,2.558,56.957,63.731
3257,2.5795,56.966,63.234
3257,2.601,57.051,65.933
3257,2.6225,57.058,65.257
3257,2.644,57.066,64.654
3257,2.6655,57.137,67.929
3257,2.687,57.145,67.102
3257,2.7085,57.154,66.363
3257,2.73,57.239,65.7
3257,2.7515,57.247,65.105
3257,2.773,57.258,64.57
3257,2.7945,57.333,66.878
3257,2.816,57.343,66.173
3257,2.8375,57.354,65.543
3257,2.859,57.422,68.073
3257,2.8805,57.43,67.32
3257,2.902,57.443,66.646
3257,2.9235,57.504,67.35
3257,2.9449,57.514,66.764
3257,2.9664,57.525,66.225
3257,2.9879,57.586,66.985
3257,3.0094,57.597,66.226
3257,3.0309,57.607,65.572
3257,3.0524,57.673,68.116
3257,3.0739,57.684,67.455
3257,3.0954,57.697,66.85
3257,3.1169,57.769,68.355
3257,3.1384,57.783,67.84
3257,3.1599,57.794,67.358
3257,3.1814,57.854,68.826
3257,3.2029,57.867,68.201
3257,3.2244,57.878,67.628
3257,3.2459,57.924,71.128
3257,3.2674,57.939,70.359
3257,3.2889,57.95,69.653
3257,3.3104,58.001,69.669
3257,3.3319,58.018,69.153
3257,3.3534,58.031,68.668
3257,3.3749,58.094,69.723
3257,3.3964,58.11,69.105
3257,3.4179,58.125,68.538
3257,3.4394,58.185,72.228
3257,3.4609,58.203,71.45
3257,3.4823,58.218,70.736
3257,3.5038,58.257,70.079
3257,3.5253,58.282,69.474
3257,3.5468,58.297,68.916
3257,3.5683,58.346,70.623
3257,3.5898,58.376,70.018
3257,3.6113,58.394,69.457
3257,3.6328,58.448,70.88
3257,3.6543,58.484,70.224
3257,3.6758,58.499,69.619
3257,3.6973,58.545,69.604
3257,3.7188,58.586,69.062
3257,3.7403,58.6,68.588
3257,3.7618,58.645,71.6
3257,3.7833,58.687,71.017
3257,3.8048,58.704,70.473
3257,3.8263,58.745,71.047
3257,3.8478,58.794,70.547
3257,3.8693,58.809,70.072
3257,3.8908,58.845,71.015
3257,3.9123,58.904,70.395
3257,3.9338,58.92,69.824
3257,3.9553,58.952,72.905
3257,3.9768,59.004,72.203
3257,3.9983,59.017,71.578
3257,4.0197,59.046,73.23
3257,4.0412,59.487,92.058
3257,4.0628,59.781,89.285
3257,4.0843,60.091,86.809
3257,4.1058,60.591,96.127
3257,4.1274,60.867,94.134
3257,4.1489,61.133,92.294
3257,4.1705,61.643,100.13
3257,4.192,61.895,97.529
3257,4.2136,62.135,98.528
3257,4.2352,62.603,108.84
3257,4.2568,62.848,104.87
3257,4.2784,63.084,101.34
3257,4.3,63.531,108.39
3257,4.3217,63.736,106.4
3257,4.3433,63.982,105.17
3257,4.365,64.495,114.92
3257,4.3866,64.69,111.97
3257,4.4083,64.878,109.37
3257,4.43,65.463,126.35
3257,4.4516,65.651,122.77
3257,4.4733,65.836,119.48
3257,4.495,66.414,128.28
3257,4.5168,66.576,124.85
3257,4.5385,66.752,121.69
3257,4.5602,67.274,124.53
3257,4.582,67.417,121.29
3257,4.6037,67.559,119.54
3257,4.6255,68.086,129.15
3257,4.6473,68.217,126.2
3257,4.669,68.362,123.46
3257,4.6908,68.946,135.97
3257,4.7126,69.061,132.8
3257,4.7344,69.198,129.83
3257,4.7563,69.803,135.83
3257,4.7781,69.923,132.36
3257,4.7999,70.036,129.15
3257,4.8218,70.695,138.25
3257,4.8437,70.802,135.07
3257,4.8655,70.911,132.12
3257,4.8874,71.48,135.85
3257,4.9093,71.573,132.64
3257,4.9312,71.65,129.67
3257,4.9531,72.254,140.72
3257,4.975,72.339,137.24
3257,4.997,72.409,134.02
3257,5.0189,73.291,150.62
3257,5.0409,73.359,146.69
3257,5.0628,73.437,143.06
3257,5.0848,74.257,138.44
3257,5.1068,74.314,135.47
3257,5.1288,74.378,132.71
3257,5.1508,74.963,152.23
3257,5.1728,75.013,146.73
3257,5.1948,75.056,143
3257,5.2169,75.588,156.93
3257,5.2389,75.627,152.86
3257,5.261,75.672,149.09
3257,5.283,76.251,150.57
3257,5.3051,76.297,147.07
3257,5.3272,76.325,143.8
3257,5.3493,76.828,154.07
3257,5.3714,76.861,150
3257,5.3935,76.887,146.24
3257,5.4156,77.332,156.08
3257,5.4378,77.358,151.97
3257,5.4599,77.388,148.17
3257,5.4821,77.771,154.91
3257,5.5042,77.808,151.29
3257,5.5264,77.842,147.91
3257,5.5486,78.231,156.68
3257,5.5708,78.258,153.01
3257,5.593,78.279,149.59
3257,5.6152,78.724,149.08
3257,5.6374,78.75,144.62
3257,5.6597,78.779,141.09
3257,5.6819,79.152,154.98
3257,5.7042,79.177,149.5
3257,5.7265,79.209,144.65
3257,5.7487,79.487,149.57
3257,5.771,79.503,146.05
3257,5.7933,79.524,143.22
3257,5.8156,79.777,150.11
3257,5.838,79.805,145.87
3257,5.8603,79.836,141.99
3257,5.8826,80.097,151
3257,5.905,80.128,147.78
3257,5.9274,80.163,144.8
3257,5.9497,80.48,154.09
3257,5.9721,80.519,151.1
3257,5.9945,80.556,148.24
3257,6.0169,80.788,167.37
3257,6.0394,80.846,162.47
3257,6.0618,80.868,157.98
3257,6.0842,81.032,153.86
3257,6.1067,81.122,150.07
3257,6.1291,81.161,146.58
3257,6.1516,81.394,156.51
3257,6.1741,81.518,152.49
3257,6.1966,81.555,148.78
3257,6.2191,81.784,164.05
3257,6.2416,81.921,158.53
3257,6.2641,81.94,153.57
3257,6.2867,82.12,149.09
3257,6.3092,82.289,145.33
3257,6.3318,82.317,144.83
3257,6.3543,82.491,156.35
3257,6.3769,82.654,152.43
3257,6.3995,82.677,148.78
3257,6.4221,82.83,159
3257,6.4447,83.025,155.29
3257,6.4674,83.041,151.87
3257,6.49,83.164,154.96
3257,6.5126,83.393,151.46
3257,6.5353,83.416,148.19
3257,6.558,83.526,158.37
3257,6.5806,83.711,154.88
3257,6.6033,83.721,151.62
3257,6.626,83.809,159.49
3257,6.6488,84.015,155.7
3257,6.6715,84.028,152.15
3257,6.6942,84.063,148.84
3257,6.717,84.347,158.33
3257,6.7397,84.355,154.56
3257,6.7625,84.388,151.05
3257,6.7853,84.665,145.83
3257,6.8081,84.677,143.05
3257,6.8309,84.705,145.79
3257,6.8537,84.934,160.76
3257,6.8765,84.953,154.91
3257,6.8993,84.977,149.71
3257,6.9222,85.231,164.86
