"N","Time","avg(f)"
1,0,60
1,0.036128,59.991
1,0.072282,59.983
1,0.10846,59.987
1,0.14467,59.979
1,0.18091,59.971
1,0.21717,60.083
1,0.25346,60.069
1,0.28977,60.057
1,0.32611,60.044
1,0.36248,60.033
1,0.39888,60.021
1,0.4353,60.011
1,0.47176,60
1,0.50824,59.993
1,0.54474,59.985
1,0.58128,59.977
1,0.61784,59.963
1,0.65443,59.956
1,0.69104,59.95
1,0.72769,59.944
1,0.76436,59.937
1,0.80106,60.075
1,0.83779,60.065
1,0.87454,60.055
1,0.91133,60.085
1,0.94814,60.079
1,0.98498,60.072
1,1.0218,60.065
1,1.0587,60.058
1,1.0957,60.486
1,1.1326,60.462
1,1.1696,60.439
1,1.2066,60.491
1,1.2437,60.468
1,1.2807,60.445
1,1.3178,60.424
1,1.355,60.403
1,1.3921,60.527
1,1.4293,60.501
1,1.4665,60.478
1,1.5037,61.325
1,1.541,61.267
1,1.5783,61.212
1,1.6156,61.16
1,1.653,61.111
1,1.6904,61.338
1,1.7278,61.282
1,1.7653,61.23
1,1.8027,62.285
1,1.8403,62.184
1,1.8778,62.09
1,1.9154,62.001
1,1.953,61.918
1,1.9906,61.841
1,2.0282,61.767
1,2.0659,61.698
1,2.1036,61.645
1,2.1414,61.59
1,2.1792,61.537
1,2.217,61.465
1,2.2548,61.421
1,2.2927,61.379
1,2.3306,61.338
1,2.3685,61.299
1,2.4065,61.69
1,2.4445,61.643
1,2.4825,61.599
1,2.5206,61.668
1,2.5586,61.635
1,2.5968,61.602
1,2.6349,61.569
1,2.6731,61.536
1,2.7113,62.589
1,2.7496,62.514
1,2.7878,62.442
1,2.8261,62.546
1,2.8645,62.476
1,2.9028,62.408
1,2.9412,62.343
1,2.9797,62.28
1,3.0181,62.531
1,3.0566,62.459
1,3.0952,62.392
1,3.1337,64.098
1,3.1723,63.951
1,3.211,63.813
1,3.2496,63.683
1,3.2883,63.561
1,3.327,63.984
1,3.3658,63.852
1,3.4046,63.728
1,3.4434,65.718
1,3.4823,65.501
1,3.5212,65.298
1,3.5601,65.109
1,3.5991,64.931
1,3.638,64.766
1,3.6771,64.609
1,3.7161,64.461
1,3.7552,64.339
1,3.7944,64.221
1,3.8335,64.108
1,3.8727,63.963
1,3.9119,63.868
1,3.9512,63.776
1,3.9905,63.688
1,4.0298,63.603
1,4.0692,64.247
1,4.1086,64.15
1,4.148,64.056
1,4.1875,64.139
1,4.227,64.07
1,4.2665,64.001
1,4.3061,63.932
1,4.3457,63.864
1,4.3854,65.535
1,4.425,65.399
1,4.4648,65.268
