"N","Time","avg(f)"
1,0,60
1,0.018064,59.985
1,0.036134,59.973
1,0.054212,59.962
1,0.072295,59.953
1,0.090386,59.945
1,0.10848,59.938
1,0.12659,59.931
1,0.1447,59.925
1,0.16282,60.218
1,0.18094,60.159
1,0.19907,60.117
1,0.21721,60.075
1,0.23535,60.057
1,0.2535,60.044
1,0.27166,60.033
1,0.28983,60.023
1,0.308,60.014
1,0.32617,60.005
1,0.34436,59.996
1,0.36255,59.988
1,0.38075,59.981
1,0.39896,59.974
1,0.41717,59.967
1,0.43539,59.96
1,0.45361,59.954
1,0.47184,59.948
1,0.49008,59.942
1,0.50833,59.936
1,0.52658,59.931
1,0.54484,59.925
1,0.56311,61.033
1,0.58138,60.815
1,0.59967,60.662
1,0.61795,60.549
1,0.63625,60.464
1,0.65455,60.398
1,0.67286,60.345
1,0.69117,60.301
1,0.7095,60.265
1,0.72782,60.234
1,0.74616,60.207
1,0.7645,60.183
1,0.78285,60.163
1,0.80121,60.145
1,0.81958,60.133
1,0.83795,60.121
1,0.85632,61.797
1,0.87471,61.481
1,0.8931,61.267
1,0.9115,62.775
1,0.92991,62.296
1,0.94832,61.966
1,0.96674,61.725
1,0.98517,61.542
1,1.0036,61.398
1,1.022,61.283
1,1.0405,61.187
1,1.0589,61.107
1,1.0774,61.038
1,1.0959,60.979
1,1.1144,60.926
1,1.1328,60.88
1,1.1513,60.837
1,1.1698,60.801
1,1.1883,60.768
1,1.2069,60.736
1,1.2254,60.706
1,1.2439,60.679
1,1.2624,61.59
1,1.281,61.398
1,1.2995,61.262
1,1.3181,61.159
1,1.3366,61.079
1,1.3552,61.014
1,1.3738,60.96
1,1.3924,60.913
1,1.411,60.872
1,1.4296,60.836
1,1.4482,60.805
1,1.4668,60.785
1,1.4854,60.768
1,1.504,63.729
1,1.5227,63.164
1,1.5413,62.785
1,1.56,65.778
1,1.5786,64.962
1,1.5973,64.386
1,1.616,63.955
1,1.6346,63.621
1,1.6533,63.351
1,1.672,63.129
1,1.6907,62.942
1,1.7094,62.782
1,1.7282,62.643
1,1.7469,62.52
1,1.7656,62.411
1,1.7843,62.314
1,1.8031,62.226
1,1.8218,62.146
1,1.8406,62.073
1,1.8594,61.922
1,1.8782,61.904
1,1.8969,61.894
1,1.9157,62.134
1,1.9345,62.103
1,1.9533,62.07
1,1.9721,62.035
1,1.991,61.997
1,2.0098,61.958
1,2.0286,61.92
1,2.0475,61.881
1,2.0663,61.844
1,2.0852,61.807
1,2.1041,61.772
1,2.1229,61.737
1,2.1418,61.704
1,2.1607,61.672
1,2.1796,61.644
1,2.1985,61.617
1,2.2174,65.943
1,2.2363,65.122
1,2.2553,64.559
1,2.2742,68.846
1,2.2931,67.657
1,2.3121,66.827
1,2.3311,66.215
1,2.35,65.755
1,2.369,65.388
1,2.388,65.086
1,2.407,64.829
1,2.426,64.608
1,2.445,64.414
1,2.464,64.241
1,2.483,64.087
1,2.502,63.947
1,2.5211,65.599
1,2.5401,65.131
1,2.5592,64.819
1,2.5782,64.588
1,2.5973,64.401
1,2.6164,64.242
1,2.6354,64.101
1,2.6545,63.975
1,2.6736,63.861
1,2.6927,63.755
1,2.7119,63.658
1,2.731,63.568
1,2.7501,63.484
1,2.7692,63.406
1,2.7884,63.333
1,2.8075,63.265
1,2.8267,63.202
1,2.8459,63.153
1,2.865,63.105
1,2.8842,68.717
1,2.9034,67.418
1,2.9226,66.532
1,2.9418,71.894
1,2.9611,70.301
1,2.9803,69.198
1,2.9995,68.392
1,3.0188,67.789
1,3.038,67.31
1,3.0573,66.919
1,3.0765,66.59
1,3.0958,66.31
1,3.1151,66.067
1,3.1344,65.853
1,3.1537,65.663
1,3.173,65.493
1,3.1923,65.336
1,3.2116,65.196
1,3.231,65.068
1,3.2503,70.524
1,3.2696,69.248
1,3.289,68.382
1,3.3084,67.753
1,3.3277,67.283
1,3.3471,66.906
1,3.3665,66.595
1,3.3859,66.331
1,3.4053,66.104
1,3.4247,65.906
1,3.4441,65.73
1,3.4636,65.574
1,3.483,65.432
1,3.5024,65.303
1,3.5219,65.185
1,3.5414,65.076
1,3.5608,64.973
1,3.5803,64.88
1,3.5998,64.793
1,3.6193,65.452
1,3.6388,65.358
1,3.6583,65.265
1,3.6778,72.393
1,3.6974,70.934
1,3.7169,69.95
1,3.7364,69.245
1,3.756,68.727
1,3.7756,68.312
1,3.7951,67.968
1,3.8147,67.676
1,3.8343,67.422
1,3.8539,67.198
1,3.8735,66.995
1,3.8931,66.816
1,3.9127,66.653
1,3.9324,74.236
1,3.952,72.612
1,3.9717,71.494
1,3.9913,70.68
1,4.011,70.021
1,4.0307,69.511
1,4.0504,69.097
1,4.07,68.75
1,4.0897,68.452
1,4.1095,68.193
1,4.1292,67.964
1,4.1489,67.76
1,4.1686,67.575
1,4.1884,67.407
1,4.2081,67.252
1,4.2279,67.109
1,4.2477,66.975
1,4.2674,66.852
1,4.2872,66.737
1,4.307,66.601
1,4.3268,66.515
1,4.3466,66.441
1,4.3665,74.798
1,4.3863,73.152
1,4.4061,72.033
1,4.426,71.221
1,4.4458,70.603
1,4.4657,70.11
1,4.4856,69.704
1,4.5055,69.36
1,4.5254,69.062
1,4.5453,68.799
1,4.5652,68.566
1,4.5851,68.356
1,4.605,68.166
1,4.625,67.989
1,4.6449,67.828
1,4.6649,67.688
1,4.6848,76.599
1,4.7048,74.764
1,4.7248,73.529
1,4.7448,76.061
1,4.7648,74.686
1,4.7848,73.744
1,4.8048,73.034
1,4.8248,72.47
1,4.8449,71.999
1,4.8649,71.595
1,4.885,71.242
1,4.905,70.929
1,4.9251,70.649
1,4.9452,70.396
1,4.9653,70.165
1,4.9854,69.954
1,5.0055,69.76
1,5.0256,69.577
1,5.0457,69.409
1,5.0659,69.252
1,5.086,69.104
1,5.1062,68.965
1,5.1263,78.653
1,5.1465,76.291
1,5.1667,74.689
1,5.1869,73.547
1,5.2071,72.705
1,5.2273,72.055
1,5.2475,71.536
1,5.2678,71.109
1,5.288,70.75
1,5.3082,70.442
1,5.3285,70.182
1,5.3488,69.983
1,5.369,69.809
1,5.3893,79.983
1,5.4096,77.859
1,5.4299,76.43
1,5.4502,85.039
1,5.4706,82.037
1,5.4909,79.984
1,5.5112,78.49
1,5.5316,77.353
1,5.552,76.453
1,5.5723,75.718
1,5.5927,75.105
1,5.6131,74.581
1,5.6335,74.126
1,5.6539,73.727
1,5.6743,73.371
1,5.6948,73.051
1,5.7152,72.761
1,5.7357,72.496
1,5.7561,72.252
1,5.7766,72.034
1,5.7971,71.79
1,5.8176,71.591
1,5.838,75.573
1,5.8586,74.625
1,5.8791,73.952
1,5.8996,73.442
1,5.9201,73.04
1,5.9407,72.708
1,5.9612,72.424
1,5.9818,72.174
1,6.0024,71.95
1,6.023,71.746
1,6.0436,71.559
1,6.0642,71.386
1,6.0848,71.224
1,6.1054,71.079
1,6.126,70.975
1,6.1467,70.873
1,6.1673,82.45
1,6.188,80.077
1,6.2087,78.511
1,6.2294,89.867
1,6.2501,86.559
1,6.2708,84.265
1,6.2915,82.586
1,6.3122,81.315
1,6.3329,80.299
1,6.3537,79.458
1,6.3744,78.745
1,6.3952,78.127
1,6.416,77.584
1,6.4368,77.101
1,6.4576,76.667
1,6.4784,76.273
1,6.4992,75.647
1,6.52,75.484
1,6.5408,75.348
1,6.5617,75.198
1,6.5825,75.03
1,6.6034,74.849
1,6.6243,74.62
1,6.6452,74.458
1,6.6661,74.307
1,6.687,74.158
1,6.7079,74.009
1,6.7288,73.859
1,6.7498,73.711
1,6.7707,73.565
1,6.7917,73.422
1,6.8127,73.282
1,6.8336,73.14
1,6.8546,73.096
1,6.8756,73.035
1,6.8966,85.891
1,6.9177,83.309
1,6.9387,81.561
1,6.9597,94.047
1,6.9808,90.373
1,7.0019,87.843
1,7.0229,85.974
1,7.044,84.522
1,7.0651,83.36
1,7.0862,82.4
1,7.1073,81.589
1,7.1285,80.89
1,7.1496,80.278
1,7.1708,79.735
1,7.1919,79.249
1,7.2131,78.809
1,7.2343,78.407
1,7.2555,78.038
1,7.2767,77.7
1,7.2979,82.19
1,7.3191,80.939
1,7.3403,80.128
1,7.3616,79.528
1,7.3828,79.035
1,7.4041,78.614
1,7.4254,78.24
1,7.4467,77.901
1,7.468,77.588
1,7.4893,77.297
1,7.5106,77.027
1,7.532,76.773
1,7.5533,76.535
1,7.5747,76.31
1,7.596,76.098
1,7.6174,75.897
1,7.6388,75.698
1,7.6602,75.524
1,7.6816,75.359
1,7.703,83.914
1,7.7245,81.942
1,7.7459,80.563
1,7.7674,94.348
1,7.7888,90.642
1,7.8103,88.135
1,7.8318,86.328
1,7.8533,84.996
1,7.8748,83.939
1,7.8963,83.073
1,7.9179,82.343
1,7.9394,81.716
1,7.961,81.169
1,7.9825,80.681
1,8.0041,80.248
1,8.0257,79.856
1,8.0473,92.55
1,8.0689,89.33
1,8.0905,87.18
1,8.1122,85.635
1,8.1338,84.481
1,8.1555,83.554
1,8.1772,82.786
1,8.1988,82.136
1,8.2205,81.573
1,8.2422,81.079
1,8.264,80.64
1,8.2857,80.245
1,8.3074,79.887
1,8.3292,79.559
1,8.3509,79.256
1,8.3727,78.976
1,8.3945,78.703
1,8.4163,78.468
1,8.4381,78.246
1,8.4599,79.694
1,8.4818,79.45
1,8.5036,79.207
1,8.5255,94.789
1,8.5473,91.381
1,8.5692,89.124
1,8.5911,87.522
1,8.613,86.35
1,8.6349,85.416
1,8.6569,84.643
1,8.6788,83.985
1,8.7007,83.412
1,8.7227,82.905
1,8.7447,82.452
1,8.7667,82.042
1,8.7887,81.668
1,8.8107,81.318
1,8.8327,80.995
1,8.8547,80.706
1,8.8768,96.767
1,8.8989,93.242
1,8.9209,90.909
1,8.943,88.878
1,8.9651,87.855
1,8.9872,87.08
1,9.0093,86.421
1,9.0315,85.832
1,9.0536,85.297
1,9.0758,84.807
1,9.0979,84.355
1,9.1201,83.936
1,9.1423,83.546
1,9.1645,83.181
1,9.1867,82.839
1,9.209,82.517
1,9.2312,82.214
1,9.2535,81.927
1,9.2758,81.654
1,9.298,81.377
1,9.3203,81.136
1,9.3426,80.924
1,9.365,97.823
1,9.3873,94.046
1,9.4096,91.49
1,9.432,89.646
1,9.4544,88.266
1,9.4767,87.181
1,9.4991,86.299
1,9.5215,85.56
1,9.544,84.927
1,9.5664,84.376
1,9.5888,83.891
1,9.6113,83.468
1,9.6338,83.108
1,9.6563,100.35
1,9.6788,96.509
1,9.7013,93.972
1,9.7238,98.752
1,9.7463,95.972
1,9.7689,94.086
1,9.7914,92.672
1,9.814,91.538
1,9.8366,90.59
1,9.8592,89.775
1,9.8818,89.06
1,9.9044,88.423
1,9.9271,87.851
1,9.9497,87.331
1,9.9724,86.855
1,9.9951,86.416
1,10.018,86.01
1,10.04,85.632
1,10.063,85.279
1,10.086,84.942
1,10.109,84.64
1,10.131,84.345
1,10.154,102.18
1,10.177,97.498
1,10.2,94.406
1,10.223,92.237
1,10.245,90.665
1,10.268,89.461
1,10.291,88.503
1,10.314,87.714
1,10.337,87.048
1,10.36,86.474
1,10.383,85.97
1,10.406,85.521
1,10.429,85.117
1,10.451,84.769
1,10.474,84.497
1,10.497,84.243
1,10.52,102.83
1,10.543,98.748
1,10.566,96.08
1,10.589,111.53
1,10.612,106.13
1,10.636,102.49
1,10.659,99.866
1,10.682,97.885
1,10.705,96.336
1,10.728,95.077
1,10.751,94.023
1,10.774,93.121
1,10.797,92.335
1,10.821,91.639
1,10.844,91.016
1,10.867,90.452
1,10.89,89.942
1,10.913,89.414
1,10.937,88.978
1,10.96,88.592
1,10.983,88.238
1,11.006,87.91
1,11.03,89.715
1,11.053,89.363
1,11.076,89.013
1,11.1,88.669
1,11.123,88.331
1,11.146,88.006
1,11.17,87.693
1,11.193,87.393
1,11.217,87.106
1,11.24,86.83
1,11.263,86.585
1,11.287,86.408
1,11.31,86.23
1,11.334,106.12
1,11.357,101.78
1,11.381,98.987
1,11.404,118.41
1,11.428,112.42
1,11.451,108.36
1,11.475,105.39
1,11.499,103.1
1,11.522,101.28
1,11.546,99.788
1,11.569,98.532
1,11.593,97.454
1,11.617,96.512
1,11.64,95.679
1,11.664,94.933
1,11.688,94.259
1,11.712,93.643
1,11.735,93.078
1,11.759,92.559
1,11.783,91.572
1,11.807,91.527
1,11.83,91.463
1,11.854,91.266
1,11.878,91.132
1,11.902,90.969
1,11.926,90.775
1,11.95,90.557
1,11.974,90.324
