"N","Time","avg(f)"
1,0,60
1,0.018064,59.99
1,0.036134,59.98
1,0.054212,59.971
1,0.072295,59.962
1,0.090386,59.954
1,0.10848,59.947
1,0.12659,59.94
1,0.1447,59.933
1,0.16282,59.927
1,0.18094,59.922
1,0.19907,59.916
1,0.21721,59.91
1,0.23535,59.898
1,0.2535,59.906
1,0.27166,59.91
1,0.28983,59.911
1,0.308,59.91
1,0.32617,59.908
1,0.34436,59.906
1,0.36255,59.903
1,0.38075,59.9
1,0.39896,59.896
1,0.41717,59.893
1,0.43539,59.89
1,0.45361,59.886
1,0.47184,59.882
1,0.49008,59.88
1,0.50833,59.878
1,0.52658,60.609
1,0.54484,60.559
1,0.56311,60.509
1,0.58138,61.311
1,0.59967,61.214
1,0.61795,61.118
1,0.63625,61.028
1,0.65455,60.951
1,0.67286,60.882
1,0.69117,60.819
1,0.7095,60.763
1,0.72782,60.712
1,0.74616,60.666
1,0.7645,60.624
1,0.78285,60.586
1,0.80121,60.551
1,0.81958,60.547
1,0.83795,60.535
1,0.85632,60.521
1,0.87471,60.504
1,0.8931,60.487
1,0.9115,60.469
1,0.92991,60.458
1,0.94832,60.432
1,0.96674,60.413
1,0.98517,60.397
1,1.0036,60.383
1,1.022,60.371
1,1.0405,60.359
1,1.0589,60.347
1,1.0774,60.336
1,1.0959,60.326
1,1.1144,60.319
1,1.1328,60.308
1,1.1513,60.302
1,1.1698,61.905
1,1.1883,61.773
1,1.2069,61.643
1,1.2254,63.327
1,1.2439,63.103
1,1.2624,62.886
1,1.281,62.682
1,1.2995,62.508
1,1.3181,62.351
1,1.3366,62.212
1,1.3552,62.087
1,1.3738,61.976
1,1.3924,61.876
1,1.411,61.786
1,1.4296,61.706
1,1.4482,61.633
1,1.4668,61.567
1,1.4854,61.506
1,1.504,61.451
1,1.5227,62.878
1,1.5413,62.638
1,1.56,62.447
1,1.5786,62.291
1,1.5973,62.16
1,1.616,62.047
1,1.6346,61.949
1,1.6533,61.862
1,1.672,61.785
1,1.6907,61.716
1,1.7094,61.654
1,1.7282,61.597
1,1.7469,61.545
1,1.7656,61.497
1,1.7843,61.453
1,1.8031,61.412
1,1.8218,61.373
1,1.8406,61.339
1,1.8594,61.306
1,1.8782,62.426
1,1.8969,62.364
1,1.9157,62.273
1,1.9345,64.97
1,1.9533,64.691
1,1.9721,64.414
1,1.991,64.16
1,2.0098,63.922
1,2.0286,63.715
1,2.0475,63.533
1,2.0663,63.372
1,2.0852,63.227
1,2.1041,63.098
1,2.1229,62.984
1,2.1418,62.878
1,2.1607,62.782
1,2.1796,65.794
1,2.1985,65.489
1,2.2174,65.181
1,2.2363,64.889
1,2.2553,64.628
1,2.2742,64.391
1,2.2931,64.179
1,2.3121,63.989
1,2.3311,63.819
1,2.35,63.667
1,2.369,63.53
1,2.388,63.407
1,2.407,63.296
1,2.426,63.194
1,2.445,63.101
1,2.464,63.016
1,2.483,62.936
1,2.502,62.864
1,2.5211,62.797
1,2.5401,62.668
1,2.5592,62.736
1,2.5782,62.755
1,2.5973,66.427
1,2.6164,66.156
1,2.6354,65.873
1,2.6545,65.599
1,2.6736,65.352
1,2.6927,65.131
1,2.7119,64.933
1,2.731,64.753
1,2.7501,64.59
1,2.7692,64.442
1,2.7884,64.307
1,2.8075,64.183
1,2.8267,64.069
1,2.8459,63.958
1,2.865,63.877
1,2.8842,63.799
1,2.9034,67.834
1,2.9226,67.49
1,2.9418,67.143
1,2.9611,66.906
1,2.9803,66.703
1,2.9995,66.497
1,3.0188,66.298
1,3.038,66.103
1,3.0573,65.92
1,3.0765,65.75
1,3.0958,65.592
1,3.1151,65.444
1,3.1344,65.308
1,3.1537,65.18
1,3.173,65.062
1,3.1923,64.952
1,3.2116,64.848
1,3.231,64.751
1,3.2503,64.66
1,3.2696,64.572
1,3.289,64.492
1,3.3084,64.415
1,3.3277,68.838
1,3.3471,68.347
1,3.3665,67.886
1,3.3859,67.469
1,3.4053,67.104
1,3.4247,66.781
1,3.4441,66.498
1,3.4636,66.247
1,3.483,66.025
1,3.5024,65.828
1,3.5219,65.645
1,3.5414,65.508
1,3.5608,65.387
1,3.5803,70.319
1,3.5998,69.878
1,3.6193,69.434
1,3.6388,71.852
1,3.6583,71.139
1,3.6778,70.535
1,3.6974,70.014
1,3.7169,69.56
1,3.7364,69.161
1,3.756,68.808
1,3.7756,68.494
1,3.7951,68.213
1,3.8147,67.96
1,3.8343,67.731
1,3.8539,67.522
1,3.8735,67.332
1,3.8931,67.157
1,3.9127,66.996
1,3.9324,66.846
1,3.952,66.705
1,3.9717,66.578
1,3.9913,66.456
1,4.011,68.84
1,4.0307,68.675
1,4.0504,68.446
1,4.07,68.197
1,4.0897,67.955
1,4.1095,67.726
1,4.1292,67.513
1,4.1489,67.318
1,4.1686,67.139
1,4.1884,66.975
1,4.2081,66.824
1,4.2279,66.685
1,4.2477,66.557
1,4.2674,66.435
1,4.2872,66.335
1,4.307,66.246
1,4.3268,72.193
1,4.3466,71.696
1,4.3665,71.199
1,4.3863,77.148
1,4.4061,76.223
1,4.426,75.328
1,4.4458,74.497
1,4.4657,73.783
1,4.4856,73.148
1,4.5055,72.585
1,4.5254,72.083
1,4.5453,71.637
1,4.5652,71.237
1,4.5851,70.878
1,4.605,70.554
1,4.625,70.259
1,4.6449,70.004
1,4.6649,69.748
1,4.6848,69.522
1,4.7048,69.32
1,4.7248,69.137
1,4.7448,68.967
1,4.7648,68.7
1,4.7848,68.792
1,4.8048,68.791
1,4.8248,68.739
1,4.8449,68.66
1,4.8649,68.566
1,4.885,68.467
1,4.905,68.365
1,4.9251,68.263
1,4.9452,68.163
1,4.9653,68.08
1,4.9854,67.985
1,5.0055,67.91
1,5.0256,74.787
1,5.0457,74.238
1,5.0659,73.675
1,5.086,80.552
1,5.1062,79.533
1,5.1263,78.555
1,5.1465,77.643
1,5.1667,76.856
1,5.1869,76.149
1,5.2071,75.514
1,5.2273,74.944
1,5.2475,74.432
1,5.2678,73.97
1,5.288,73.551
1,5.3082,73.171
1,5.3285,72.824
1,5.3488,72.506
1,5.369,72.214
1,5.3893,71.944
1,5.4096,74.583
1,5.4299,73.921
1,5.4502,73.412
1,5.4706,73.032
1,5.4909,72.63
1,5.5112,72.304
1,5.5316,72.026
1,5.552,71.782
1,5.5723,71.561
1,5.5927,71.359
1,5.6131,71.171
1,5.6335,70.996
1,5.6539,70.831
1,5.6743,70.674
1,5.6948,70.526
1,5.7152,70.385
1,5.7357,70.247
1,5.7561,70.122
1,5.7766,70
1,5.7971,77.499
1,5.8176,76.654
1,5.838,75.852
1,5.8586,83.508
1,5.8791,82.267
1,5.8996,81.097
1,5.9201,80.024
1,5.9407,79.111
1,5.9612,78.31
1,5.9818,77.603
1,6.0024,76.976
1,6.023,76.418
1,6.0436,75.919
1,6.0642,75.47
1,6.0848,75.065
1,6.1054,74.697
1,6.126,80.106
1,6.1467,78.997
1,6.1673,78.115
1,6.188,77.388
1,6.2087,76.772
1,6.2294,76.239
1,6.2501,75.772
1,6.2708,75.355
1,6.2915,74.982
1,6.3122,74.645
1,6.3329,74.338
1,6.3537,74.056
1,6.3744,73.795
1,6.3952,73.553
1,6.416,73.327
1,6.4368,73.116
1,6.4576,72.914
1,6.4784,72.73
1,6.4992,72.557
1,6.52,76.268
1,6.5408,75.966
1,6.5617,75.575
1,6.5825,84.374
1,6.6034,83.308
1,6.6243,82.269
1,6.6452,81.306
1,6.6661,80.46
1,6.687,79.716
1,6.7079,79.059
1,6.7288,78.474
1,6.7498,77.952
1,6.7707,77.483
1,6.7917,77.06
1,6.8127,76.676
1,6.8336,76.327
1,6.8546,76.008
1,6.8756,75.717
1,6.8966,75.453
1,6.9177,84.622
1,6.9387,83.774
1,6.9597,82.869
1,6.9808,82.014
1,7.0019,81.191
1,7.0229,80.462
1,7.044,79.818
1,7.0651,79.246
1,7.0862,78.737
1,7.1073,78.281
1,7.1285,77.869
1,7.1496,77.496
1,7.1708,77.155
1,7.1919,76.841
1,7.2131,76.551
1,7.2343,76.282
1,7.2555,76.031
1,7.2767,75.795
1,7.2979,75.574
