"N","Time","avg(f)"
1,0,55
1,0.049,54.988
1,0.098,54.977
1,0.147,55.271
1,0.196,55.243
1,0.245,55.217
1,0.294,55.193
1,0.343,55.17
1,0.392,55.081
1,0.441,55.115
1,0.49,55.134
1,0.539,58.012
1,0.588,57.673
1,0.637,57.412
1,0.686,57.205
1,0.735,57.037
1,0.784,57.955
1,0.833,57.904
1,0.882,57.839
1,0.931,61.656
1,0.98,61.204
1,1.029,60.819
1,1.078,60.484
1,1.127,60.189
1,1.176,59.692
1,1.225,59.648
1,1.274,59.574
1,1.323,66.951
1,1.372,65.921
1,1.421,65.108
1,1.47,64.449
1,1.519,63.902
1,1.568,64.926
1,1.617,64.575
1,1.666,64.245
1,1.715,63.609
1,1.764,63.59
1,1.813,63.514
1,1.862,63.401
1,1.911,63.262
1,1.96,73.597
1,2.009,72.437
1,2.058,71.462
1,2.107,72.652
1,2.156,71.977
1,2.205,71.353
1,2.254,70.771
1,2.303,70.229
1,2.352,83.008
1,2.401,80.902
1,2.45,79.22
1,2.499,81.956
1,2.548,81.12
1,2.597,80.278
1,2.646,79.446
1,2.695,78.636
1,2.744,94.521
1,2.793,92.01
1,2.842,89.919
1,2.891,87.524
1,2.94,86.424
1,2.989,85.38
1,3.038,84.389
1,3.087,83.449
1,3.136,93.751
1,3.185,91.468
1,3.234,89.612
1,3.283,88.066
1,3.332,86.736
1,3.381,85.574
1,3.43,84.54
1,3.479,83.605
1,3.528,83.371
1,3.577,82.978
1,3.626,82.517
1,3.675,82.016
1,3.724,81.496
1,3.773,81.06
1,3.822,80.495
1,3.871,79.953
1,3.92,101.16
1,3.969,99.027
1,4.018,97.252
1,4.067,95.727
1,4.116,94.382
1,4.165,98.665
1,4.214,97.904
1,4.263,97.075
1,4.312,98.916
1,4.361,98.523
1,4.41,97.951
1,4.459,97.266
1,4.508,96.517
1,4.557,95.535
1,4.606,94.984
1,4.655,94.377
1,4.704,116.21
1,4.753,113.78
1,4.802,111.72
1,4.851,109.92
1,4.9,108.32
1,4.949,112.36
1,4.998,111.34
1,5.047,110.26
1,5.096,108.59
1,5.145,107.73
1,5.194,106.83
1,5.243,105.91
1,5.292,104.99
1,5.341,107.51
1,5.39,106.8
1,5.439,106.01
1,5.488,110.57
1,5.537,110.05
1,5.586,109.38
1,5.635,108.62
1,5.684,107.8
1,5.733,129.16
1,5.782,126.55
1,5.831,124.31
1,5.88,121.41
1,5.929,120.33
1,5.978,119.19
1,6.027,118.03
1,6.076,116.87
1,6.125,126.97
1,6.174,125.2
1,6.223,123.5
1,6.272,127.35
1,6.321,126.05
1,6.37,124.69
1,6.419,123.3
1,6.468,121.93
1,6.517,143.01
1,6.566,139.67
1,6.615,136.81
1,6.664,134.29
1,6.713,132.05
1,6.762,130.01
1,6.811,128.13
1,6.86,126.39
1,6.909,124.83
1,6.958,123.31
1,7.007,121.86
1,7.056,120.49
1,7.105,119.19
1,7.154,117.95
1,7.203,116.8
1,7.252,115.71
1,7.301,136.26
1,7.35,133.38
1,7.399,130.97
1,7.448,128.87
1,7.497,127.01
1,7.546,131.5
1,7.595,130.35
1,7.644,129.08
1,7.693,135.13
1,7.742,132.73
