"N","Time","avg(f)"
1,0,55
1,0.048951,54.988
1,0.097902,54.977
1,0.14685,55.211
1,0.1958,55.193
1,0.24476,55.175
1,0.29371,55.157
1,0.34266,55.139
1,0.39161,55.106
1,0.44056,55.093
1,0.48951,55.081
1,0.53846,57.968
1,0.58741,57.775
1,0.63636,57.599
1,0.68531,57.439
1,0.73427,57.292
1,0.78322,59.134
1,0.83217,58.879
1,0.88112,58.649
1,0.93007,59.815
1,0.97902,59.546
1,1.028,59.303
1,1.0769,59.083
1,1.1259,58.882
1,1.1748,58.511
1,1.2238,58.384
1,1.2727,58.267
1,1.3217,66.142
1,1.3706,65.539
1,1.4196,64.984
1,1.4685,64.475
1,1.5175,64.005
1,1.5664,64.314
1,1.6154,63.946
1,1.6643,63.599
1,1.7133,68.638
1,1.7622,67.935
1,1.8112,67.3
1,1.8601,66.722
1,1.9091,66.195
1,1.958,65.881
1,2.007,65.502
1,2.0559,65.152
1,2.1049,65.461
1,2.1538,65.22
1,2.2028,64.985
1,2.2517,64.756
1,2.3007,64.535
1,2.3497,65.129
1,2.3986,65.084
1,2.4476,65.009
1,2.4965,67.891
1,2.5455,67.614
1,2.5944,67.347
1,2.6434,67.087
1,2.6923,66.837
1,2.7413,83.03
1,2.7902,81.76
1,2.8392,80.588
1,2.8881,78.877
1,2.9371,78.06
1,2.986,77.287
1,3.035,76.558
1,3.0839,75.868
1,3.1329,79.834
1,3.1818,78.959
1,3.2308,78.148
1,3.2797,85.534
1,3.3287,84.303
1,3.3776,83.183
1,3.4266,82.161
1,3.4755,81.224
1,3.5245,95.185
1,3.5734,93.576
1,3.6224,92.074
1,3.6713,90.144
1,3.7203,89.089
1,3.7692,88.08
1,3.8182,87.117
1,3.8671,86.199
1,3.9161,105.08
1,3.965,102.79
1,4.014,100.71
1,4.0629,98.836
1,4.1119,97.062
1,4.1608,95.433
1,4.2098,93.934
1,4.2587,92.551
1,4.3077,91.173
1,4.3566,89.95
1,4.4056,88.829
1,4.4545,87.796
1,4.5035,86.842
1,4.5524,85.987
1,4.6014,85.152
1,4.6503,84.376
1,4.6993,93.071
1,4.7483,92.151
1,4.7972,91.245
1,4.8462,90.359
1,4.8951,89.499
1,4.9441,90.02
1,4.993,89.353
1,5.042,88.683
1,5.0909,107.95
1,5.1399,105.83
1,5.1888,103.87
1,5.2378,102.08
1,5.2867,100.42
1,5.3357,103.39
1,5.3846,101.78
1,5.4336,100.29
1,5.4825,99.51
1,5.5315,98.67
1,5.5804,97.83
1,5.6294,96.995
1,5.6783,96.173
1,5.7273,94.51
1,5.7762,93.905
1,5.8252,93.302
1,5.8741,116.21
1,5.9231,114.06
1,5.972,112.06
1,6.021,110.2
1,6.0699,108.47
1,6.1189,108.51
1,6.1678,107.11
