"N","Time","avg(f)"
1,0,60
1,0.018064,59.99
1,0.036134,59.98
1,0.054212,59.971
1,0.072295,59.962
1,0.090386,59.954
1,0.10848,59.947
1,0.12659,59.94
1,0.1447,59.933
1,0.16282,59.927
1,0.18094,59.986
1,0.19907,59.974
1,0.21721,59.963
1,0.23535,60.112
1,0.2535,60.094
1,0.27166,60.075
1,0.28983,60.058
1,0.308,60.042
1,0.32617,60.027
1,0.34436,60.014
1,0.36255,60.002
1,0.38075,59.991
1,0.39896,59.981
1,0.41717,59.972
1,0.43539,59.963
1,0.45361,59.955
1,0.47184,60.125
1,0.49008,60.103
1,0.50833,60.083
1,0.52658,60.442
1,0.54484,60.401
1,0.56311,60.362
1,0.58138,60.759
1,0.59967,60.698
1,0.61795,60.639
1,0.63625,60.937
1,0.65455,60.85
1,0.67286,60.774
1,0.69117,60.709
1,0.7095,60.651
1,0.72782,60.6
1,0.74616,60.555
1,0.7645,60.515
1,0.78285,60.48
1,0.80121,60.447
1,0.81958,61.01
1,0.83795,60.925
1,0.85632,60.848
1,0.87471,60.78
1,0.8931,60.721
1,0.9115,60.668
1,0.92991,60.914
1,0.94832,60.865
1,0.96674,60.812
1,0.98517,60.761
1,1.0036,60.713
1,1.022,60.669
1,1.0405,60.63
1,1.0589,60.593
1,1.0774,60.561
1,1.0959,60.531
1,1.1144,60.931
1,1.1328,60.87
1,1.1513,60.814
1,1.1698,61.618
1,1.1883,61.517
1,1.2069,61.42
1,1.2254,62.262
1,1.2439,62.12
1,1.2624,61.984
1,1.281,62.261
1,1.2995,62.109
1,1.3181,61.979
1,1.3366,61.864
1,1.3552,61.763
1,1.3738,61.672
1,1.3924,61.591
1,1.411,61.518
1,1.4296,61.452
1,1.4482,61.392
1,1.4668,61.405
1,1.4854,61.375
1,1.504,61.343
1,1.5227,62.419
1,1.5413,62.312
1,1.56,62.203
1,1.5786,62.101
1,1.5973,62.07
1,1.616,62.023
1,1.6346,61.969
1,1.6533,61.911
1,1.672,61.853
1,1.6907,61.797
1,1.7094,61.743
1,1.7282,61.692
1,1.7469,61.644
1,1.7656,61.599
1,1.7843,61.556
1,1.8031,61.515
1,1.8218,61.471
1,1.8406,61.447
1,1.8594,61.424
1,1.8782,62.754
1,1.8969,62.645
1,1.9157,62.532
1,1.9345,63.884
1,1.9533,63.686
1,1.9721,63.494
1,1.991,64.143
1,2.0098,63.909
1,2.0286,63.696
1,2.0475,63.505
1,2.0663,63.335
1,2.0852,63.183
1,2.1041,63.047
1,2.1229,63.028
1,2.1418,62.948
1,2.1607,62.869
1,2.1796,64.398
1,2.1985,64.219
1,2.2174,64.039
1,2.2363,64.539
1,2.2553,64.283
1,2.2742,64.071
1,2.2931,63.891
1,2.3121,63.734
1,2.3311,63.594
1,2.35,63.469
1,2.369,63.356
1,2.388,63.253
1,2.407,63.159
1,2.426,63.072
1,2.445,62.993
1,2.464,62.92
1,2.483,62.87
1,2.502,62.849
1,2.5211,62.819
1,2.5401,64.553
1,2.5592,64.35
1,2.5782,64.156
1,2.5973,65.924
1,2.6164,65.634
1,2.6354,65.357
1,2.6545,66.203
1,2.6736,65.877
1,2.6927,65.582
1,2.7119,65.32
1,2.731,65.086
1,2.7501,64.878
1,2.7692,64.692
1,2.7884,64.526
1,2.8075,64.376
1,2.8267,64.24
1,2.8459,64.946
1,2.865,64.748
1,2.8842,64.579
1,2.9034,66.566
1,2.9226,66.291
1,2.9418,66.027
1,2.9611,68.044
1,2.9803,67.584
1,2.9995,67.174
1,3.0188,66.965
1,3.038,66.691
1,3.0573,66.438
1,3.0765,66.206
1,3.0958,65.993
1,3.1151,65.797
1,3.1344,65.618
1,3.1537,65.453
1,3.173,65.302
1,3.1923,65.163
1,3.2116,65.037
1,3.231,64.916
1,3.2503,64.807
1,3.2696,65.294
1,3.289,65.223
1,3.3084,65.123
1,3.3277,67.438
1,3.3471,67.165
1,3.3665,66.893
1,3.3859,66.662
1,3.4053,66.489
1,3.4247,66.315
1,3.4441,66.148
1,3.4636,65.99
1,3.483,65.842
1,3.5024,65.704
1,3.5219,67.048
1,3.5414,66.746
1,3.5608,66.502
1,3.5803,68.942
1,3.5998,68.582
1,3.6193,68.238
1,3.6388,70.7
1,3.6583,70.236
1,3.6778,69.785
1,3.6974,69.482
1,3.7169,69.152
1,3.7364,68.835
1,3.756,68.537
1,3.7756,68.261
1,3.7951,68.008
1,3.8147,67.775
1,3.8343,67.562
1,3.8539,67.367
1,3.8735,67.187
1,3.8931,67.02
1,3.9127,66.867
1,3.9324,66.726
1,3.952,66.65
1,3.9717,66.626
1,3.9913,66.578
1,4.011,69.42
1,4.0307,69.142
1,4.0504,68.862
1,4.07,68.627
1,4.0897,68.453
1,4.1095,68.272
1,4.1292,68.093
1,4.1489,67.919
1,4.1686,67.753
1,4.1884,67.596
1,4.2081,67.449
1,4.2279,67.31
1,4.2477,67.179
1,4.2674,68.691
1,4.2872,68.429
1,4.307,68.186
1,4.3268,71.12
1,4.3466,70.702
1,4.3665,70.3
1,4.3863,73.26
1,4.4061,72.692
1,4.426,72.153
1,4.4458,73.646
1,4.4657,72.936
1,4.4856,72.345
1,4.5055,71.841
1,4.5254,71.402
1,4.5453,71.014
1,4.5652,70.67
1,4.5851,70.361
1,4.605,70.081
1,4.625,69.827
1,4.6449,71.369
1,4.6649,70.962
1,4.6848,70.615
1,4.7048,70.311
1,4.7248,70.04
1,4.7448,69.795
1,4.7648,72.878
1,4.7848,72.355
1,4.8048,71.87
1,4.8248,71.439
1,4.8449,71.048
1,4.8649,70.702
1,4.885,70.395
1,4.905,70.12
1,4.9251,69.872
1,4.9452,69.649
1,4.9653,71.389
1,4.9854,71.022
1,5.0055,70.694
1,5.0256,74.056
1,5.0457,73.533
1,5.0659,73.035
1,5.086,76.429
1,5.1062,75.739
1,5.1263,75.09
1,5.1465,76.087
1,5.1667,75.382
1,5.1869,74.773
1,5.2071,74.24
1,5.2273,73.768
1,5.2475,73.346
1,5.2678,72.968
1,5.288,72.627
1,5.3082,72.316
1,5.3285,72.034
1,5.3488,71.764
1,5.369,71.552
1,5.3893,71.35
1,5.4096,74.976
1,5.4299,74.557
1,5.4502,74.113
1,5.4706,75.455
1,5.4909,74.987
1,5.5112,74.514
1,5.5316,74.062
1,5.552,73.65
1,5.5723,73.275
1,5.5927,72.934
1,5.6131,72.626
1,5.6335,72.345
1,5.6539,72.09
1,5.6743,71.856
1,5.6948,71.64
1,5.7152,71.441
1,5.7357,71.342
1,5.7561,71.3
1,5.7766,71.218
1,5.7971,75.227
1,5.8176,74.815
1,5.838,74.397
1,5.8586,78.365
1,5.8791,77.683
1,5.8996,77.032
1,5.9201,79.704
1,5.9407,78.772
1,5.9612,77.976
1,5.9818,77.288
1,6.0024,76.687
1,6.023,76.157
1,6.0436,75.686
1,6.0642,75.357
1,6.0848,75.004
1,6.1054,74.686
1,6.126,78.808
1,6.1467,78.217
1,6.1673,77.644
1,6.188,77.231
1,6.2087,76.813
1,6.2294,76.416
1,6.2501,76.067
1,6.2708,75.692
1,6.2915,75.361
1,6.3122,75.064
1,6.3329,74.794
1,6.3537,74.545
1,6.3744,74.313
1,6.3952,74.096
1,6.416,73.893
1,6.4368,73.702
1,6.4576,73.619
1,6.4784,73.592
1,6.4992,73.517
1,6.52,78.001
1,6.5408,77.552
1,6.5617,77.087
1,6.5825,81.505
1,6.6034,80.731
1,6.6243,79.99
1,6.6452,81.999
1,6.6661,81.132
1,6.687,80.349
1,6.7079,79.649
1,6.7288,79.026
1,6.7498,78.47
1,6.7707,77.973
1,6.7917,77.527
1,6.8127,77.124
1,6.8336,76.758
1,6.8546,78.355
1,6.8756,77.838
1,6.8966,77.396
1,6.9177,81.96
1,6.9387,81.246
1,6.9597,80.564
1,6.9808,82.669
1,7.0019,81.787
1,7.0229,81.031
1,7.044,80.362
1,7.0651,79.813
1,7.0862,79.317
1,7.1073,78.867
1,7.1285,78.46
1,7.1496,78.089
1,7.1708,77.75
1,7.1919,77.439
1,7.2131,77.152
1,7.2343,76.886
1,7.2555,76.645
1,7.2767,76.411
1,7.2979,76.193
