"N","Time","avg(f)"
1,0,55
1,0.01225,54.998
1,0.0245,54.997
1,0.03675,54.994
1,0.049,54.991
1,0.06125,54.988
1,0.0735,54.985
1,0.08575,54.982
1,0.098,54.979
1,0.11025,54.977
1,0.1225,54.974
1,0.13475,54.963
1,0.147,55.048
1,0.15925,55.048
1,0.1715,55.046
1,0.18375,55.043
1,0.196,55.041
1,0.20825,55.038
1,0.2205,55.036
1,0.23275,55.033
1,0.245,55.031
1,0.25725,55.028
1,0.2695,55.32
1,0.28175,55.756
1,0.294,55.742
1,0.30625,55.728
1,0.3185,55.714
1,0.33075,55.701
1,0.343,55.687
1,0.35525,55.674
1,0.3675,55.661
1,0.37975,55.649
1,0.392,55.667
1,0.40425,56.209
1,0.4165,56.179
1,0.42875,56.159
1,0.441,56.139
1,0.45325,56.119
1,0.4655,56.1
1,0.47775,56.081
1,0.49,56.062
1,0.50225,56.044
1,0.5145,56.027
1,0.52675,56.175
1,0.539,56.897
1,0.55125,56.864
1,0.5635,56.83
1,0.57575,56.797
1,0.588,56.765
1,0.60025,56.734
1,0.6125,56.703
1,0.62475,56.673
1,0.637,56.644
1,0.64925,56.616
1,0.6615,57.008
1,0.67375,56.925
1,0.686,56.893
1,0.69825,56.861
1,0.7105,56.831
1,0.72275,56.802
1,0.735,56.773
1,0.74725,56.745
1,0.7595,56.718
1,0.77175,56.691
1,0.784,56.832
1,0.79625,56.828
1,0.8085,56.871
1,0.82075,56.851
1,0.833,56.831
1,0.84525,56.812
1,0.8575,56.793
1,0.86975,56.774
1,0.882,56.756
1,0.89425,56.738
1,0.9065,56.721
1,0.91875,56.734
1,0.931,57.302
1,0.94325,57.285
1,0.9555,57.267
1,0.96775,57.25
1,0.98,57.233
1,0.99225,57.216
1,1.0045,57.199
1,1.0167,57.181
1,1.029,57.164
1,1.0412,57.143
1,1.0535,58.818
1,1.0657,59.11
1,1.078,59.06
1,1.0902,59.011
1,1.1025,58.963
1,1.1147,58.915
1,1.127,58.869
1,1.1393,58.823
1,1.1515,58.778
1,1.1638,58.735
1,1.176,58.833
1,1.1883,60.712
1,1.2005,60.597
1,1.2128,60.528
1,1.225,60.46
1,1.2373,60.394
1,1.2495,60.329
1,1.2618,60.265
1,1.274,60.202
1,1.2863,60.14
1,1.2985,60.08
1,1.3108,61.993
1,1.323,63.746
1,1.3353,63.617
1,1.3475,63.491
1,1.3598,63.368
1,1.372,63.249
1,1.3843,63.132
1,1.3965,63.017
1,1.4088,62.906
1,1.421,62.797
1,1.4333,62.869
1,1.4455,63.29
1,1.4578,63.255
1,1.47,63.153
1,1.4823,63.053
1,1.4945,62.955
1,1.5068,62.859
1,1.519,62.765
1,1.5313,62.674
1,1.5435,62.584
1,1.5558,62.496
1,1.568,62.436
1,1.5803,62.983
1,1.5925,62.893
1,1.6048,62.805
1,1.617,62.718
1,1.6293,62.634
1,1.6415,62.552
1,1.6538,62.471
1,1.666,62.392
1,1.6783,62.314
1,1.6905,62.237
1,1.7028,62.187
1,1.715,62.333
1,1.7273,62.28
1,1.7395,62.227
1,1.7518,62.174
1,1.764,62.122
1,1.7763,62.07
1,1.7885,62.018
1,1.8008,61.967
1,1.813,61.916
1,1.8253,61.774
1,1.8375,62.837
1,1.8498,63.326
1,1.862,63.265
1,1.8743,63.205
1,1.8865,63.145
1,1.8988,63.086
1,1.911,63.027
1,1.9233,62.968
1,1.9355,62.91
1,1.9478,62.853
1,1.96,64.014
1,1.9723,67.155
1,1.9845,67.035
1,1.9968,66.916
1,2.009,66.798
1,2.0213,66.682
1,2.0335,66.568
1,2.0458,66.455
1,2.058,66.344
1,2.0703,66.234
1,2.0825,66.1
1,2.0948,69
1,2.107,68.866
1,2.1193,68.713
1,2.1315,68.563
1,2.1438,68.415
1,2.156,68.271
1,2.1683,68.129
1,2.1805,67.99
1,2.1928,67.854
1,2.205,67.72
1,2.2173,67.811
1,2.2295,70.738
1,2.2418,70.555
1,2.254,70.374
1,2.2663,70.197
1,2.2785,70.024
1,2.2908,69.854
1,2.303,69.688
1,2.3153,69.526
1,2.3275,69.367
1,2.3398,69.212
1,2.352,72.296
1,2.3643,72.943
1,2.3765,72.708
1,2.3888,72.48
1,2.401,72.257
1,2.4133,72.041
1,2.4255,71.829
1,2.4378,71.624
1,2.45,71.423
1,2.4623,71.227
1,2.4745,71.757
1,2.4868,71.481
1,2.499,71.44
1,2.5113,71.279
1,2.5235,71.122
1,2.5358,70.967
1,2.548,70.816
1,2.5603,70.668
1,2.5725,70.523
1,2.5848,70.381
1,2.597,70.241
1,2.6093,70.103
1,2.6215,71.526
1,2.6338,71.392
1,2.646,71.26
1,2.6582,71.13
1,2.6705,71.001
1,2.6827,70.874
1,2.695,70.748
1,2.7072,70.624
1,2.7195,70.502
1,2.7317,70.389
1,2.744,73.287
