"N","Time","avg(f)"
1,0,60
1,0.018064,59.995
1,0.036134,59.991
1,0.054212,59.986
1,0.072295,59.982
1,0.090386,59.977
1,0.10848,59.973
1,0.12659,59.969
1,0.1447,59.968
1,0.16282,59.964
1,0.18094,59.96
1,0.19907,59.987
1,0.21721,59.983
1,0.23535,59.978
1,0.2535,60.056
1,0.27166,60.049
1,0.28983,60.043
1,0.308,60.048
1,0.32617,60.042
1,0.34436,60.036
1,0.36255,60.031
1,0.38075,60.025
1,0.39896,60.02
1,0.41717,60.014
1,0.43539,60.016
1,0.45361,60.011
1,0.47184,60.005
1,0.49008,60.141
1,0.50833,60.132
1,0.52658,60.123
1,0.54484,60.104
1,0.56311,60.097
1,0.58138,60.09
1,0.59967,60.077
1,0.61795,60.071
1,0.63625,60.066
1,0.65455,60.061
1,0.67286,60.055
1,0.69117,60.05
1,0.7095,60.044
1,0.72782,60.039
1,0.74616,60.034
1,0.7645,60.029
1,0.78285,60.027
1,0.80121,60.024
1,0.81958,60.022
1,0.83795,60.091
1,0.85632,60.089
1,0.87471,60.087
1,0.8931,60.368
1,0.9115,60.358
1,0.92991,60.348
1,0.94832,60.37
1,0.96674,60.36
1,0.98517,60.351
1,1.0036,60.341
1,1.022,60.332
1,1.0405,60.323
1,1.0589,60.314
1,1.0774,60.305
1,1.0959,60.296
1,1.1144,60.287
1,1.1328,60.305
1,1.1513,60.297
1,1.1698,60.289
1,1.1883,60.623
1,1.2069,60.605
1,1.2254,60.587
1,1.2439,60.644
1,1.2624,60.628
1,1.281,60.612
1,1.2995,60.579
1,1.3181,60.566
1,1.3366,60.553
1,1.3552,60.54
1,1.3738,60.528
1,1.3924,60.516
1,1.411,60.504
1,1.4296,60.491
1,1.4482,60.48
1,1.4668,60.47
1,1.4854,60.456
1,1.504,60.448
1,1.5227,60.44
1,1.5413,60.563
1,1.56,60.555
1,1.5786,60.547
1,1.5973,61.046
1,1.616,61.024
1,1.6346,61.003
1,1.6533,61.015
1,1.672,60.997
1,1.6907,60.979
1,1.7094,60.961
1,1.7282,60.943
1,1.7469,60.926
1,1.7656,60.909
1,1.7843,60.928
1,1.8031,60.912
1,1.8218,60.895
1,1.8406,61.471
1,1.8594,61.438
1,1.8782,61.406
1,1.8969,61.659
1,1.9157,61.622
1,1.9345,61.585
1,1.9533,61.556
1,1.9721,61.522
1,1.991,61.489
1,2.0098,61.457
1,2.0286,61.426
1,2.0475,61.397
1,2.0663,61.368
1,2.0852,61.34
1,2.1041,61.313
1,2.1229,61.288
1,2.1418,61.276
1,2.1607,61.253
1,2.1796,61.23
1,2.1985,61.16
1,2.2174,61.149
1,2.2363,61.138
1,2.2553,61.574
1,2.2742,61.553
1,2.2931,61.532
1,2.3121,61.569
1,2.3311,61.55
1,2.35,61.532
1,2.369,61.513
1,2.388,61.495
1,2.407,61.476
1,2.426,61.458
1,2.445,61.439
1,2.464,61.421
1,2.483,61.403
1,2.502,61.461
1,2.5211,61.444
1,2.5401,61.427
1,2.5592,62.209
1,2.5782,62.171
1,2.5973,62.135
1,2.6164,62.859
1,2.6354,62.8
1,2.6545,62.742
1,2.6736,62.721
1,2.6927,62.671
1,2.7119,62.622
1,2.731,62.575
1,2.7501,62.529
1,2.7692,62.485
1,2.7884,62.442
1,2.8075,62.398
1,2.8267,62.358
1,2.8459,62.32
1,2.865,62.468
1,2.8842,62.43
1,2.9034,62.393
1,2.9226,62.31
1,2.9418,62.282
1,2.9611,62.254
1,2.9803,62.507
1,2.9995,62.48
1,3.0188,62.454
1,3.038,62.447
1,3.0573,62.421
1,3.0765,62.396
1,3.0958,62.37
1,3.1151,62.344
1,3.1344,62.319
1,3.1537,62.293
1,3.173,62.348
1,3.1923,62.325
1,3.2116,62.301
1,3.231,63.295
1,3.2503,63.244
1,3.2696,63.194
1,3.289,64.091
1,3.3084,64.013
1,3.3277,63.938
1,3.3471,63.952
1,3.3665,63.881
1,3.3859,63.811
1,3.4053,63.745
1,3.4247,63.68
1,3.4441,63.618
1,3.4636,63.557
1,3.483,63.499
1,3.5024,63.442
1,3.5219,63.387
1,3.5414,63.311
1,3.5608,63.263
1,3.5803,63.217
1,3.5998,63.387
1,3.6193,63.345
1,3.6388,63.303
1,3.6583,63.585
1,3.6778,63.548
1,3.6974,63.512
1,3.7169,63.474
1,3.7364,63.442
1,3.756,63.409
1,3.7756,63.377
1,3.7951,63.344
1,3.8147,63.311
1,3.8343,63.279
1,3.8539,63.246
1,3.8735,63.214
1,3.8931,63.182
1,3.9127,63.237
1,3.9324,63.211
1,3.952,63.184
1,3.9717,64.065
1,3.9913,64.015
1,4.011,63.966
1,4.0307,65.227
1,4.0504,65.137
1,4.07,65.049
1,4.0897,65.087
1,4.1095,65.007
1,4.1292,64.929
1,4.1489,64.854
1,4.1686,64.78
1,4.1884,64.71
1,4.2081,64.641
1,4.2279,64.574
1,4.2477,64.51
1,4.2674,64.448
1,4.2872,65.024
1,4.307,64.945
1,4.3268,64.869
1,4.3466,64.76
1,4.3665,64.696
1,4.3863,64.633
1,4.4061,64.521
1,4.426,64.477
1,4.4458,64.433
1,4.4657,64.373
1,4.4856,64.332
1,4.5055,64.292
1,4.5254,64.251
1,4.5453,64.211
1,4.5652,64.172
1,4.5851,64.132
1,4.605,64.212
1,4.625,64.182
1,4.6449,64.152
1,4.6649,64.847
1,4.6848,64.803
1,4.7048,64.76
1,4.7248,66.176
1,4.7448,66.095
1,4.7648,66.015
1,4.7848,66.095
1,4.8048,66.019
1,4.8248,65.944
1,4.8449,65.871
1,4.8649,65.799
1,4.885,65.729
1,4.905,65.66
1,4.9251,65.593
1,4.9452,65.528
1,4.9653,65.463
1,4.9854,65.531
1,5.0055,65.467
1,5.0256,65.405
1,5.0457,66.775
1,5.0659,66.668
1,5.086,66.564
1,5.1062,66.761
1,5.1263,66.668
1,5.1465,66.577
1,5.1667,66.442
1,5.1869,66.362
1,5.2071,66.284
1,5.2273,66.209
1,5.2475,66.135
1,5.2678,66.063
1,5.288,65.993
1,5.3082,65.921
1,5.3285,65.855
1,5.3488,65.79
1,5.369,65.769
1,5.3893,65.717
1,5.4096,65.665
1,5.4299,66.121
1,5.4502,66.07
1,5.4706,66.019
1,5.4909,67.672
1,5.5112,67.571
1,5.5316,67.472
1,5.552,67.603
1,5.5723,67.508
1,5.5927,67.415
1,5.6131,67.324
1,5.6335,67.235
1,5.6539,67.148
1,5.6743,67.062
1,5.6948,67.127
1,5.7152,67.043
1,5.7357,66.961
1,5.7561,68.505
1,5.7766,68.372
1,5.7971,68.243
1,5.8176,68.512
1,5.838,68.387
1,5.8586,68.266
1,5.8791,68.098
1,5.8996,67.994
1,5.9201,67.894
1,5.9407,67.796
1,5.9612,67.701
1,5.9818,67.609
1,6.0024,67.518
1,6.023,67.431
1,6.0436,67.345
1,6.0642,67.262
1,6.0848,67.203
1,6.1054,67.144
1,6.126,67.086
1,6.1467,67.474
1,6.1673,67.429
1,6.188,67.382
1,6.2087,69.247
1,6.2294,69.14
1,6.2501,69.036
1,6.2708,69.176
1,6.2915,69.076
1,6.3122,68.977
1,6.3329,68.88
1,6.3537,68.784
1,6.3744,68.69
1,6.3952,68.597
1,6.416,68.505
1,6.4368,68.415
1,6.4576,68.326
1,6.4784,68.433
1,6.4992,68.35
1,6.52,68.268
1,6.5408,70.255
1,6.5617,70.108
1,6.5825,69.966
1,6.6034,70.804
1,6.6243,70.637
1,6.6452,70.476
1,6.6661,70.406
1,6.687,70.264
1,6.7079,70.127
1,6.7288,69.995
1,6.7498,69.867
1,6.7707,69.742
1,6.7917,69.622
1,6.8127,69.496
1,6.8336,69.384
1,6.8546,69.275
1,6.8756,69.074
1,6.8966,68.987
1,6.9177,68.901
1,6.9387,68.751
1,6.9597,68.678
1,6.9808,68.607
1,7.0019,69.609
1,7.0229,69.518
1,7.044,69.428
1,7.0651,69.458
1,7.0862,69.384
1,7.1073,69.31
1,7.1285,69.236
1,7.1496,69.162
1,7.1708,69.087
1,7.1919,69.013
1,7.2131,69.573
1,7.2343,69.48
1,7.2555,69.388
1,7.2767,71.495
1,7.2979,71.344
1,7.3191,71.198
1,7.3403,73.1
1,7.3616,72.891
1,7.3828,72.69
1,7.4041,72.684
1,7.4254,72.495
1,7.4467,72.312
1,7.468,72.135
1,7.4893,71.965
1,7.5106,71.801
1,7.532,71.643
1,7.5533,71.489
1,7.5747,71.341
1,7.596,71.198
1,7.6174,71.013
1,7.6388,70.887
1,7.6602,70.765
1,7.6816,71.092
1,7.703,70.98
1,7.7245,70.87
1,7.7459,71.402
1,7.7674,71.309
1,7.7888,71.216
1,7.8103,71.208
1,7.8318,71.121
1,7.8533,71.034
1,7.8748,70.947
1,7.8963,70.861
1,7.9179,70.774
1,7.9394,70.688
1,7.961,70.602
1,7.9825,70.517
1,8.0041,70.433
1,8.0257,70.639
1,8.0473,70.563
1,8.0689,70.488
1,8.0905,72.859
1,8.1122,72.707
1,8.1338,72.56
1,8.1555,74.678
1,8.1772,74.456
1,8.1988,74.242
1,8.2205,74.316
1,8.2422,74.115
1,8.264,73.921
1,8.2857,73.734
1,8.3074,73.553
1,8.3292,73.379
1,8.3509,73.21
1,8.3727,73.051
1,8.3945,72.894
1,8.4163,72.742
1,8.4381,73.156
1,8.4599,73.004
1,8.4818,72.858
1,8.5036,72.678
1,8.5255,72.545
1,8.5473,72.416
1,8.5692,72.987
1,8.5911,72.865
1,8.613,72.744
1,8.6349,72.598
1,8.6569,72.485
1,8.6788,72.373
1,8.7007,72.263
1,8.7227,72.155
1,8.7447,72.048
1,8.7667,71.943
1,8.7887,72.038
