"N","Time","avg(f)"
1,0,60
1,0.018064,59.996
1,0.036134,59.991
1,0.054212,59.987
1,0.072295,59.983
1,0.090386,59.979
1,0.10848,59.978
1,0.12659,59.974
1,0.1447,59.97
1,0.16282,60.011
1,0.18094,60.006
1,0.19907,60.001
1,0.21721,60.016
1,0.23535,60.011
1,0.2535,60.006
1,0.27166,59.999
1,0.28983,59.994
1,0.308,59.99
1,0.32617,59.985
1,0.34436,59.981
1,0.36255,59.976
1,0.38075,59.972
1,0.39896,59.968
1,0.41717,59.964
1,0.43539,59.96
1,0.45361,59.962
1,0.47184,59.958
1,0.49008,59.954
1,0.50833,59.959
1,0.52658,59.956
1,0.54484,59.953
1,0.56311,60.056
1,0.58138,60.051
1,0.59967,60.046
1,0.61795,60.084
1,0.63625,60.077
1,0.65455,60.071
1,0.67286,60.065
1,0.69117,60.059
1,0.7095,60.053
1,0.72782,60.047
1,0.74616,60.041
1,0.7645,60.036
1,0.78285,60.03
1,0.80121,60.067
1,0.81958,60.06
1,0.83795,60.054
1,0.85632,60.314
1,0.87471,60.302
1,0.8931,60.29
1,0.9115,60.465
1,0.92991,60.449
1,0.94832,60.435
1,0.96674,60.442
1,0.98517,60.429
1,1.0036,60.416
1,1.022,60.404
1,1.0405,60.392
1,1.0589,60.38
1,1.0774,60.369
1,1.0959,60.354
1,1.1144,60.343
1,1.1328,60.333
1,1.1513,60.35
1,1.1698,60.342
1,1.1883,60.333
1,1.2069,60.327
1,1.2254,60.32
1,1.2439,60.313
1,1.2624,60.486
1,1.281,60.475
1,1.2995,60.465
1,1.3181,60.472
1,1.3366,60.462
1,1.3552,60.452
1,1.3738,60.443
1,1.3924,60.433
1,1.411,60.423
1,1.4296,60.414
1,1.4482,60.479
1,1.4668,60.469
1,1.4854,60.459
1,1.504,60.917
1,1.5227,60.895
1,1.5413,60.874
1,1.56,61.172
1,1.5786,61.146
1,1.5973,61.12
1,1.616,61.146
1,1.6346,61.121
1,1.6533,61.097
1,1.672,61.074
1,1.6907,61.051
1,1.7094,61.029
1,1.7282,61.008
1,1.7469,60.987
1,1.7656,60.966
1,1.7843,60.947
1,1.8031,60.892
1,1.8218,60.876
1,1.8406,60.861
1,1.8594,61.028
1,1.8782,61.013
1,1.8969,60.997
1,1.9157,61.224
1,1.9345,61.207
1,1.9533,61.19
1,1.9721,61.198
1,1.991,61.182
1,2.0098,61.166
1,2.0286,61.15
1,2.0475,61.134
1,2.0663,61.118
1,2.0852,61.103
1,2.1041,61.088
1,2.1229,61.073
1,2.1418,61.058
1,2.1607,61.188
1,2.1796,61.169
1,2.1985,61.151
1,2.2174,61.7
1,2.2363,61.668
1,2.2553,61.638
1,2.2742,62.255
1,2.2931,62.21
1,2.3121,62.166
1,2.3311,62.241
1,2.35,62.198
1,2.369,62.156
1,2.388,62.116
1,2.407,62.076
1,2.426,62.038
1,2.445,62.001
1,2.464,61.942
1,2.483,61.909
1,2.502,61.877
1,2.5211,62.086
1,2.5401,62.053
1,2.5592,62.02
1,2.5782,61.956
1,2.5973,61.928
1,2.6164,61.901
1,2.6354,61.886
1,2.6545,61.861
1,2.6736,61.837
1,2.6927,61.786
1,2.7119,61.765
1,2.731,61.744
1,2.7501,61.724
1,2.7692,61.704
1,2.7884,61.684
1,2.8075,61.665
1,2.8267,61.81
1,2.8459,61.789
1,2.865,61.768
1,2.8842,62.149
1,2.9034,62.121
1,2.9226,62.094
1,2.9418,62.961
1,2.9611,62.913
1,2.9803,62.866
